word,nr. of tokens,tokens,word score
shortage,1,shortage,-14.346220016479492
shortages,1,shortages,-16.64525604248047
shorten,2,short_##en,-15.106725692749023
shortened,1,shortened,-15.645395278930664
shortening,2,short_##ening,-12.697412490844727
shorter,1,shorter,-14.255974769592285
shortest,1,shortest,-15.406327247619629
shortly,1,shortly,-9.111924171447754
shorts,1,shorts,-14.627237319946289
shortsighted,3,shorts_##ight_##ed,-0.4381103515625
shot,1,shot,-10.166645050048828
shotgun,1,shotgun,-12.53475570678711
shots,1,shots,-13.77772331237793
shotshells,3,shots_##hell_##s,-10.993082046508789
shouders,3,s_##hou_##ders,-27.324195861816406
should,1,should,-9.454100608825684
shoulder,1,shoulder,-13.039130210876465
shouldered,2,shoulder_##ed,-13.106222152709961
shouldering,2,shoulder_##ing,-15.66344165802002
shoulders,1,shoulders,-13.20678997039795
shoup,3,s_##hou_##p,-10.872327327728271
shout,1,shout,-12.654420852661133
shouted,1,shouted,-13.12849235534668
shouting,1,shouting,-14.296550750732422
shouts,1,shouts,-15.214521408081055
shoved,1,shoved,-15.098273277282715
shovel,2,shove_##l,-5.782635688781738
shoveled,2,shove_##led,-11.12179183959961
shoving,1,shoving,-15.985045433044434
show,1,show,-10.36733341217041
showdown,2,show_##down,-6.3200788497924805
showed,1,showed,-13.672080993652344
shower,1,shower,-13.766529083251953
showered,1,showered,-16.285242080688477
showering,2,shower_##ing,-10.45854139328003
showers,2,shower_##s,-11.651875495910645
showing,1,showing,-13.048208236694336
showings,2,showing_##s,-20.15789794921875
showman,2,show_##man,-12.13977861404419
showmanship,2,show_##manship,-5.441958427429199
shown,1,shown,-11.924602508544922
shows,1,shows,-14.172280311584473
showy,2,show_##y,-9.359964370727539
shrank,3,s_##hra_##nk,-3.233766555786133
shred,3,s_##hr_##ed,-4.629308700561523
shredder,4,s_##hr_##edd_##er,-4.9860992431640625
shreds,3,s_##hr_##eds,-4.386741638183594
shrewdly,4,s_##hr_##ew_##dly,-4.121419906616211
shriek,3,s_##hr_##iek,-2.447763442993164
shrieking,4,s_##hr_##iek_##ing,-0.40343570709228516
shrill,2,s_##hrill,-7.686909198760986
shrilling,3,s_##hrill_##ing,-9.173340797424316
shrilly,3,s_##hrill_##y,-3.0872135162353516
shrimp,1,shrimp,-12.032618522644043
shrine,1,shrine,-13.804600715637207
shrines,1,shrines,-16.889013290405273
shrink,1,shrink,-12.690444946289062
shrinkage,2,shrink_##age,-5.515036106109619
