word,nr. of tokens,tokens,word score
shortage,1,shortage,-14.456541061401367
shortages,1,shortages,-14.281923294067383
shorten,2,short_##en,-22.416115760803223
shortened,1,shortened,-13.394389152526855
shortening,2,short_##ening,-23.059946060180664
shorter,1,shorter,-12.63061237335205
shortest,1,shortest,-14.25637435913086
shortly,1,shortly,-12.876565933227539
shorts,1,shorts,-13.306156158447266
shortsighted,3,shorts_##ight_##ed,-32.618770599365234
shot,1,shot,-11.671863555908203
shotgun,1,shotgun,-13.402499198913574
shots,1,shots,-12.613247871398926
shotshells,3,shots_##hell_##s,-28.741073608398438
shouders,3,s_##hou_##ders,-33.228508949279785
should,1,should,-10.899105072021484
shoulder,1,shoulder,-12.059894561767578
shouldered,2,shoulder_##ed,-26.354966163635254
shouldering,2,shoulder_##ing,-27.371797561645508
shoulders,1,shoulders,-12.390942573547363
shoup,3,s_##hou_##p,-23.51609182357788
shout,1,shout,-14.006991386413574
shouted,1,shouted,-13.518953323364258
shouting,1,shouting,-14.429515838623047
shouts,1,shouts,-14.54564380645752
shoved,1,shoved,-12.995290756225586
shovel,2,shove_##l,-24.698176383972168
shoveled,2,shove_##led,-28.605027198791504
shoving,1,shoving,-14.522427558898926
show,1,show,-11.810696601867676
showdown,2,show_##down,-24.24904727935791
showed,1,showed,-12.43911075592041
shower,1,shower,-12.43801498413086
showered,1,showered,-14.875709533691406
showering,2,shower_##ing,-24.83206081390381
showers,2,shower_##s,-23.205286979675293
showing,1,showing,-13.187031745910645
showings,2,showing_##s,-19.58995246887207
showman,2,show_##man,-23.841702461242676
showmanship,2,show_##manship,-26.80936050415039
shown,1,shown,-12.00656509399414
shows,1,shows,-13.087825775146484
showy,2,show_##y,-21.858323097229004
shrank,3,s_##hra_##nk,-21.735884189605713
shred,3,s_##hr_##ed,-24.729978561401367
shredder,4,s_##hr_##edd_##er,-26.924262046813965
shreds,3,s_##hr_##eds,-28.267831802368164
shrewdly,4,s_##hr_##ew_##dly,-30.868950843811035
shriek,3,s_##hr_##iek,-27.633919715881348
shrieking,4,s_##hr_##iek_##ing,-25.021440505981445
shrill,2,s_##hrill,-25.28607749938965
shrilling,3,s_##hrill_##ing,-26.671310424804688
shrilly,3,s_##hrill_##y,-25.04083251953125
