word,nr. of tokens,tokens,word score
purposed,2,purpose_##d,-16.705056190490723
purposefully,2,purpose_##fully,-20.112279891967773
purposeless,2,purpose_##less,-15.954434394836426
purposely,2,purpose_##ly,-16.966926097869873
purposes,1,purposes,-13.63786506652832
purposive,4,pu_##rp_##os_##ive,-42.06638431549072
purposively,4,pu_##rp_##os_##ively,-45.861823081970215
purring,2,pu_##rring,-22.598127365112305
purse,1,purse,-11.937679290771484
pursed,1,pursed,-15.220325469970703
pursue,1,pursue,-12.315879821777344
pursued,1,pursued,-12.608856201171875
pursuer,2,pursue_##r,-18.102916717529297
pursuers,2,pursue_##rs,-20.42916774749756
pursuing,1,pursuing,-13.84781265258789
pursuit,1,pursuit,-12.867801666259766
pursuits,1,pursuits,-15.60287094116211
purvis,3,pu_##r_##vis,-29.03262758255005
push,1,push,-11.309151649475098
pushed,1,pushed,-12.927953720092773
pushers,2,push_##ers,-18.233835220336914
pushes,1,pushes,-15.148250579833984
pushing,1,pushing,-14.02488899230957
pushup,2,push_##up,-21.423425674438477
pussy,2,pu_##ssy,-21.649263381958008
put,1,put,-9.151413917541504
puts,1,puts,-12.774749755859375
putt,2,put_##t,-16.792596340179443
putter,2,put_##ter,-19.69023323059082
puttering,2,put_##tering,-23.091808319091797
putting,1,putting,-13.094942092895508
putty,2,put_##ty,-18.547330856323242
puzzle,1,puzzle,-13.57633113861084
puzzled,1,puzzled,-13.69976806640625
puzzler,2,puzzle_##r,-18.636710166931152
puzzling,2,pu_##zzling,-22.024642944335938
pvt,3,p_##v_##t,-25.904687881469727
pyknotic,4,p_##yk_##not_##ic,-41.507441997528076
pyramid,1,pyramid,-12.598565101623535
pyrex,3,p_##yre_##x,-29.271974563598633
pyrometer,3,p_##yr_##ometer,-30.70599937438965
pyschiatrist,5,p_##ys_##chia_##tri_##st,-59.80479431152344
python,3,p_##yt_##hon,-32.649993896484375
q,1,q,-11.399641036987305
qua,2,q_##ua,-22.724658966064453
quack,3,q_##ua_##ck,-34.08468055725098
quackery,4,q_##ua_##cker_##y,-40.78905391693115
quadrennial,4,q_##uad_##ren_##nial,-47.77692890167236
quadrillion,4,q_##uad_##rill_##ion,-46.88020706176758
quadripartite,5,q_##uad_##rip_##art_##ite,-63.51919746398926
quadrupled,4,q_##uad_##rup_##led,-47.3343391418457
quaint,3,q_##ua_##int,-35.80977535247803
quake,3,q_##ua_##ke,-33.82645320892334
quakers,3,q_##ua_##kers,-34.99746131896973
qualification,1,qualification,-13.50404167175293
qualifications,1,qualifications,-13.729366302490234
qualified,1,qualified,-9.606589317321777
qualify,1,qualify,-12.252909660339355
qualitative,3,q_##ual_##itative,-36.99960708618164
qualities,1,qualities,-12.731975555419922
quality,1,quality,-9.093111991882324
quam,3,q_##ua_##m,-31.87860107421875
quantitative,1,quantitative,-14.003150939941406
quantities,1,quantities,-14.709349632263184
quantity,1,quantity,-12.676624298095703
quantum,1,quantum,-11.680030822753906
quarrel,3,q_##ua_##rrel,-37.78289604187012
quarreled,4,q_##ua_##rrel_##ed,-43.63564491271973
quarreling,4,q_##ua_##rrel_##ing,-42.79869270324707
quarrels,4,q_##ua_##rrel_##s,-39.40598392486572
quarrelsome,4,q_##ua_##rrel_##some,-47.650400161743164
quarry,1,quarry,-12.489710807800293
quarter,1,quarter,-12.518033981323242
quarterback,1,quarterback,-13.558002471923828
quarterly,1,quarterly,-13.838262557983398
quarters,1,quarters,-14.192020416259766
quartet,1,quartet,-13.255182266235352
quasimodo,3,quasi_##mo_##do,-33.79155921936035
quavering,3,q_##ua_##vering,-39.03367614746094
queasiness,3,que_##asi_##ness,-29.755364894866943
quebec,3,que_##be_##c,-32.00789833068848
queen,1,queen,-7.773348331451416
queens,2,queen_##s,-12.013425350189209
queer,2,que_##er,-18.502543449401855
