word,nr. of tokens,tokens,word score
bonenfant,3,bone_##n_##fant,-29.516983032226562
bones,1,bones,-10.42503833770752
bonfire,3,b_##on_##fire,-15.235564231872559
bonhoeffer,4,b_##on_##hoe_##ffer,-35.05371952056885
bonn,3,b_##on_##n,-19.29139757156372
bonner,3,b_##on_##ner,-20.355939865112305
bonnet,3,b_##on_##net,-17.940474033355713
bonnor,3,b_##on_##nor,-24.858664512634277
bonus,1,bonus,-10.912124633789062
bony,1,bony,-13.340182304382324
boobify,4,b_##oo_##bi_##fy,-28.897058486938477
booby,2,b_##ooby,-13.182463645935059
book,1,book,-10.460429191589355
bookcase,2,book_##case,-15.27670955657959
bookcases,3,book_##case_##s,-14.89328670501709
booked,1,booked,-13.023025512695312
booker,2,book_##er,-15.26860237121582
booking,1,booking,-15.594268798828125
bookkeeping,2,book_##keeping,-15.244121074676514
books,1,books,-12.045223236083984
bookshelf,3,books_##hel_##f,-17.758170127868652
boom,1,boom,-10.241301536560059
boomed,2,boom_##ed,-14.003649234771729
boomtown,2,boom_##town,-13.521022319793701
boos,2,b_##oos,-14.319247722625732
boost,1,boost,-13.743268966674805
boosted,2,boost_##ed,-14.673835754394531
boosting,2,boost_##ing,-14.941703796386719
boosts,2,boost_##s,-14.759140968322754
boot,1,boot,-10.189276695251465
booth,1,booth,-14.490493774414062
booths,2,booth_##s,-15.09841537475586
bootle,2,boot_##le,-18.658560752868652
bootleggers,3,boot_##leg_##gers,-15.444295883178711
bootlegging,3,boot_##leg_##ging,-14.62758731842041
boots,1,boots,-12.663180351257324
booty,2,boot_##y,-10.67493724822998
bordel,3,b_##ord_##el,-18.83517599105835
borden,3,b_##ord_##en,-20.924145221710205
border,1,border,-10.728321075439453
bordering,1,bordering,-13.353446006774902
borderline,2,border_##line,-10.489655494689941
borders,1,borders,-11.838739395141602
bore,1,bore,-12.563224792480469
bored,1,bored,-13.308903694152832
boredom,2,bored_##om,-11.299113273620605
bores,2,bore_##s,-14.241425514221191
boring,1,boring,-10.795151710510254
boris,2,b_##oris,-19.001383781433105
borland,3,b_##or_##land,-20.718824863433838
born,1,born,-8.581127166748047
borne,1,borne,-11.084518432617188
borough,1,borough,-14.413485527038574
borrow,1,borrow,-12.083381652832031
borrowed,1,borrowed,-10.055596351623535
borrowing,2,borrow_##ing,-12.4732666015625
bosis,2,b_##osis,-20.362201690673828
bosom,3,b_##oso_##m,-16.601784706115723
boss,1,boss,-7.568164825439453
bossman,2,boss_##man,-13.525842666625977
boston,3,b_##ost_##on,-20.628811836242676
both,1,both,-7.873253345489502
bother,1,bother,-13.063265800476074
bothered,1,bothered,-15.01196575164795
bothering,1,bothering,-16.632719039916992
bothers,2,bother_##s,-15.428579330444336
bottle,1,bottle,-9.916461944580078
bottled,2,bottle_##d,-13.070978164672852
bottleneck,2,bottle_##neck,-12.238354682922363
bottles,1,bottles,-13.291224479675293
bottom,1,bottom,-11.14950942993164
bottoms,2,bottom_##s,-16.229570865631104
botulinal,4,b_##ot_##ulin_##al,-29.33155393600464
botulinum,4,b_##ot_##ulin_##um,-25.13187837600708
bouffe,3,b_##ou_##ffe,-20.258403301239014
bought,1,bought,-9.987215042114258
boulder,1,boulder,-13.464618682861328
boulders,1,boulders,-14.667818069458008
boulevard,4,b_##ou_##lev_##ard,-21.617499351501465
boulevards,4,b_##ou_##lev_##ards,-25.190098762512207
boun,3,b_##ou_##n,-22.684935092926025
bounce,1,bounce,-12.224767684936523
bounced,1,bounced,-15.49355697631836
bouncing,1,bouncing,-16.970748901367188
bouncy,3,b_##ou_##ncy,-15.115162372589111
bound,1,bound,-7.989927291870117
boundaries,1,boundaries,-9.884444236755371
boundary,1,boundary,-11.452022552490234
bounded,1,bounded,-10.839818954467773
bounding,2,bound_##ing,-13.498464584350586
boundless,2,bound_##less,-9.979151725769043
bounds,1,bounds,-11.396594047546387
bounty,1,bounty,-10.329273223876953
bouquet,3,b_##ou_##quet,-15.517601490020752
bouquets,4,b_##ou_##quet_##s,-14.556319236755371
bourbon,3,b_##our_##bon,-16.334559440612793
bourbons,4,b_##our_##bon_##s,-17.40505027770996
bourgeois,4,b_##our_##ge_##ois,-20.93100929260254
bourguiba,4,b_##our_##gu_##iba,-35.45288372039795
bourn,3,b_##our_##n,-24.920143127441406
bout,1,bout,-14.541143417358398
bouvardier,4,b_##ou_##vard_##ier,-27.2913875579834
bouvier,3,b_##ou_##vier,-22.597321033477783
bow,1,bow,-11.896462440490723
bowden,2,bow_##den,-19.964282512664795
bowed,1,bowed,-14.0821533203125
bowing,2,bow_##ing,-14.082671165466309
bowl,1,bowl,-12.393321990966797
bows,1,bows,-13.668513298034668
box,1,box,-11.45716667175293
boxcar,2,box_##car,-16.34808349609375
boxcars,2,box_##cars,-17.065131187438965
boxed,2,box_##ed,-12.77518081665039
boxell,2,box_##ell,-20.41811180114746
boxer,1,boxer,-11.882011413574219
boxes,1,boxes,-14.382110595703125
boxford,2,box_##ford,-27.071012496948242
boy,1,boy,-8.770694732666016
boycott,1,boycott,-13.33012580871582
boyd,2,boy_##d,-17.694421768188477
boyer,2,boy_##er,-15.78633737564087
boyhood,2,boy_##hood,-11.062312126159668
boys,1,boys,-10.268302917480469
brace,1,brace,-13.670351028442383
braced,1,braced,-13.255475044250488
braces,2,brace_##s,-14.47568416595459
bracing,2,bra_##cing,-16.67640972137451
bracken,3,bra_##cke_##n,-22.588899612426758
brackish,3,bra_##cki_##sh,-23.16917133331299
bradford,2,bra_##dford,-25.668338775634766
bradley,2,bra_##dley,-22.785067558288574
bradykinin,4,bra_##dy_##kini_##n,-35.72174263000488
brag,2,bra_##g,-15.818312644958496
bragg,2,bra_##gg,-20.669575691223145
bragged,2,bra_##gged,-16.32740020751953
brahms,3,bra_##hm_##s,-24.21630573272705
braided,2,bra_##ided,-18.06891679763794
braiding,2,bra_##iding,-20.505992889404297
braille,2,bra_##ille,-18.06192922592163
brailsford,3,bra_##ils_##ford,-26.974695682525635
brain,1,brain,-12.561747550964355
brainards,2,brain_##ards,-22.09765625
brains,1,brains,-12.510655403137207
brainwashing,3,brain_##wash_##ing,-13.492402076721191
brakes,1,brakes,-14.211283683776855
branch,1,branch,-10.884652137756348
branched,1,branched,-15.46839714050293
branches,1,branches,-13.29825210571289
brand,1,brand,-10.324073791503906
branded,1,branded,-12.265939712524414
brandel,2,brand_##el,-23.856112480163574
brandenburg,2,brand_##enburg,-24.17844295501709
brandishing,2,brand_##ishing,-17.68938636779785
brandon,2,brand_##on,-17.389679431915283
brands,1,brands,-14.500494003295898
brandt,2,brand_##t,-22.904008865356445
brandy,2,brand_##y,-10.876453399658203
brandywine,3,brand_##y_##wine,-16.613064289093018
brannon,3,bra_##nn_##on,-23.410459518432617
branum,2,bra_##num,-25.223607063293457
