word,nr. of tokens,tokens,word score
lauren,2,la_##uren,-19.30091667175293
lauro,2,la_##uro,-24.187209129333496
lautner,3,la_##ut_##ner,-21.106380462646484
lava,1,lava,-12.549789428710938
lavatory,2,lava_##tory,-14.982185363769531
lavender,2,la_##vender,-12.984768867492676
lavishing,2,lavish_##ing,-13.625411987304688
lavishly,2,lavish_##ly,-13.715971946716309
law,1,law,-5.427931308746338
lawful,2,law_##ful,-8.16416072845459
lawmaking,2,law_##making,-13.838299751281738
lawman,2,law_##man,-11.9391508102417
lawmen,2,law_##men,-13.217208862304688
lawn,1,lawn,-14.270811080932617
lawns,2,lawn_##s,-16.915531158447266
lawrence,3,law_##ren_##ce,-20.816003799438477
laws,1,laws,-7.672094345092773
lawyer,1,lawyer,-8.788911819458008
lawyers,1,lawyers,-11.68043041229248
lax,2,la_##x,-12.805098533630371
laxative,3,la_##xa_##tive,-16.161266326904297
laxness,3,la_##x_##ness,-15.524482727050781
lay,1,lay,-10.549732208251953
layer,1,layer,-12.421867370605469
layering,2,layer_##ing,-13.524775505065918
layers,1,layers,-14.032190322875977
layette,2,lay_##ette,-24.61420440673828
laying,1,laying,-14.454505920410156
layman,2,lay_##man,-13.0715651512146
layoffs,2,lay_##offs,-15.135879516601562
layout,1,layout,-14.210359573364258
lays,1,lays,-13.473901748657227
lazy,1,lazy,-11.28228759765625
lb,1,lb,-14.167352676391602
lbs,1,lbs,-15.261224746704102
le,1,le,-12.04399299621582
lead,1,lead,-9.71501350402832
leaded,2,lead_##ed,-14.482434272766113
leader,1,leader,-9.752063751220703
leaders,1,leaders,-12.048683166503906
leadership,1,leadership,-11.143476486206055
leading,1,leading,-12.502622604370117
leads,1,leads,-12.798343658447266
leaf,1,leaf,-10.837455749511719
leafiest,2,leaf_##iest,-18.754894256591797
leaflet,2,leaf_##let,-14.344793319702148
leaflets,2,leaf_##lets,-15.124579906463623
leafmold,3,leaf_##mo_##ld,-29.888768196105957
league,1,league,-12.217557907104492
leaguers,2,league_##rs,-18.586851119995117
leagues,1,leagues,-14.26502513885498
leaked,1,leaked,-13.923871994018555
leaks,2,leak_##s,-13.696722984313965
leaky,2,leak_##y,-11.752276420593262
leale,2,le_##ale,-19.87566566467285
leamington,4,le_##ami_##ng_##ton,-31.38196563720703
lean,1,lean,-12.56552505493164
leaned,1,leaned,-14.364073753356934
leaning,1,leaning,-14.403082847595215
leans,1,leans,-16.179950714111328
leap,1,leap,-12.37727165222168
leaped,1,leaped,-14.750038146972656
leapfrog,3,leap_##f_##rog,-21.613377571105957
leaps,2,leap_##s,-13.568892478942871
leapt,1,leapt,-14.080387115478516
lear,2,le_##ar,-19.222439765930176
learn,1,learn,-10.644400596618652
learned,1,learned,-9.394906044006348
learners,2,learn_##ers,-12.498324394226074
learning,1,learning,-10.960440635681152
learns,1,learns,-11.947404861450195
lease,1,lease,-9.962756156921387
leased,1,leased,-12.61506175994873
leases,2,lease_##s,-13.718965530395508
least,1,least,-13.70829963684082
leather,1,leather,-11.65200138092041
leathers,2,leather_##s,-14.545728206634521
leave,1,leave,-10.478917121887207
leavened,2,leave_##ned,-16.94636869430542
leaves,1,leaves,-12.696810722351074
leaving,1,leaving,-10.681021690368652
leavitt,3,le_##avi_##tt,-32.517088413238525
lecky,2,le_##cky,-18.54188871383667
leclair,3,le_##c_##lair,-21.78888702392578
lecture,1,lecture,-14.974751472473145
lecturer,1,lecturer,-15.41883659362793
lectures,1,lectures,-15.708911895751953
lecturing,3,le_##ct_##uring,-17.41812038421631
led,1,led,-10.714797973632812
ledford,2,led_##ford,-25.356603622436523
ledge,1,ledge,-11.465944290161133
ledger,2,ledge_##r,-11.12119197845459
ledgers,2,ledge_##rs,-13.300775527954102
ledoux,2,led_##oux,-21.469675064086914
