word,nr. of tokens,tokens,word score
bonenfant,3,bone_##n_##fant,-38.76365089416504
bones,1,bones,-13.007355690002441
bonfire,3,b_##on_##fire,-15.463037490844727
bonhoeffer,4,b_##on_##hoe_##ffer,-33.341468811035156
bonn,3,b_##on_##n,-17.74819850921631
bonner,3,b_##on_##ner,-22.509236812591553
bonnet,3,b_##on_##net,-17.392187118530273
bonnor,3,b_##on_##nor,-24.802309036254883
bonus,1,bonus,-13.053482055664062
bony,1,bony,-13.573098182678223
boobify,4,b_##oo_##bi_##fy,-28.74738121032715
booby,2,b_##ooby,-25.298646926879883
book,1,book,-11.330897331237793
bookcase,2,book_##case,-13.739858150482178
bookcases,3,book_##case_##s,-15.42162799835205
booked,1,booked,-13.599359512329102
booker,2,book_##er,-21.582897186279297
booking,1,booking,-14.359763145446777
bookkeeping,2,book_##keeping,-16.85105323791504
books,1,books,-11.944987297058105
bookshelf,3,books_##hel_##f,-1.8893470764160156
boom,1,boom,-14.574145317077637
boomed,2,boom_##ed,-23.38303279876709
boomtown,2,boom_##town,-24.633098125457764
boos,2,b_##oos,-20.872002601623535
boost,1,boost,-14.556351661682129
boosted,2,boost_##ed,-22.528571128845215
boosting,2,boost_##ing,-20.326010704040527
boosts,2,boost_##s,-22.34819793701172
boot,1,boot,-12.672233581542969
booth,1,booth,-13.758176803588867
booths,2,booth_##s,-19.519118309020996
bootle,2,boot_##le,-26.430018424987793
bootleggers,3,boot_##leg_##gers,-12.953568458557129
bootlegging,3,boot_##leg_##ging,-18.461318016052246
boots,1,boots,-13.010120391845703
booty,2,boot_##y,-18.949427127838135
bordel,3,b_##ord_##el,-21.596920013427734
borden,3,b_##ord_##en,-26.66401767730713
border,1,border,-12.569838523864746
bordering,1,bordering,-13.99351692199707
borderline,2,border_##line,-14.575971603393555
borders,1,borders,-12.985864639282227
bore,1,bore,-14.009000778198242
bored,1,bored,-15.149131774902344
boredom,2,bored_##om,-17.789825439453125
bores,2,bore_##s,-22.644667625427246
boring,1,boring,-13.838081359863281
boris,2,b_##oris,-27.36484718322754
borland,3,b_##or_##land,-27.72239351272583
born,1,born,-12.030712127685547
borne,1,borne,-15.707283020019531
borough,1,borough,-14.349183082580566
borrow,1,borrow,-13.978842735290527
borrowed,1,borrowed,-14.003819465637207
borrowing,2,borrow_##ing,-17.348066806793213
bosis,2,b_##osis,-29.39787483215332
bosom,3,b_##oso_##m,-17.174420833587646
boss,1,boss,-13.076810836791992
bossman,2,boss_##man,-24.51197910308838
boston,3,b_##ost_##on,-21.481411933898926
both,1,both,-11.432061195373535
bother,1,bother,-14.118459701538086
bothered,1,bothered,-13.819646835327148
bothering,1,bothering,-14.194043159484863
bothers,2,bother_##s,-25.5031156539917
bottle,1,bottle,-12.172160148620605
bottled,2,bottle_##d,-21.354961395263672
bottleneck,2,bottle_##neck,-19.24751091003418
bottles,1,bottles,-13.70030689239502
bottom,1,bottom,-12.109487533569336
bottoms,2,bottom_##s,-22.928369522094727
botulinal,4,b_##ot_##ulin_##al,-27.7771577835083
botulinum,4,b_##ot_##ulin_##um,-5.506380081176758
bouffe,3,b_##ou_##ffe,-17.39121150970459
bought,1,bought,-12.687281608581543
boulder,1,boulder,-15.109903335571289
boulders,1,boulders,-14.73554515838623
boulevard,4,b_##ou_##lev_##ard,-4.1774187088012695
boulevards,4,b_##ou_##lev_##ards,-8.144397735595703
boun,3,b_##ou_##n,-20.50172758102417
bounce,1,bounce,-14.358015060424805
bounced,1,bounced,-15.230918884277344
bouncing,1,bouncing,-15.446407318115234
bouncy,3,b_##ou_##ncy,-13.958758354187012
bound,1,bound,-12.774802207946777
boundaries,1,boundaries,-12.856667518615723
boundary,1,boundary,-13.383198738098145
bounded,1,bounded,-14.026012420654297
bounding,2,bound_##ing,-22.21656608581543
boundless,2,bound_##less,-20.744425296783447
bounds,1,bounds,-14.200419425964355
bounty,1,bounty,-14.58862590789795
bouquet,3,b_##ou_##quet,-12.474485397338867
bouquets,4,b_##ou_##quet_##s,-12.480342864990234
bourbon,3,b_##our_##bon,-10.434325218200684
bourbons,4,b_##our_##bon_##s,-11.680988311767578
bourgeois,4,b_##our_##ge_##ois,-10.620515823364258
bourguiba,4,b_##our_##gu_##iba,-27.385249137878418
bourn,3,b_##our_##n,-21.685383796691895
bout,1,bout,-13.478456497192383
bouvardier,4,b_##ou_##vard_##ier,-29.702589988708496
