word,nr. of tokens,tokens,word score
hals,2,ha_##ls,-25.08603572845459
halt,1,halt,-12.592065811157227
halted,1,halted,-13.2799072265625
halts,2,halt_##s,-23.64118766784668
halves,1,halves,-15.188499450683594
ham,2,ha_##m,-23.746980667114258
hamburger,3,ha_##mb_##urger,-35.90894603729248
hamilton,3,ha_##mi_##lton,-37.83255481719971
hamlet,1,hamlet,-13.240666389465332
hamm,2,ha_##mm,-26.015621185302734
hammarskjold,5,ha_##mma_##rsk_##jo_##ld,-63.42548942565918
hammer,1,hammer,-12.742681503295898
hammered,2,hammer_##ed,-26.356433868408203
hammett,3,ha_##mme_##tt,-35.552443504333496
hammons,3,ha_##mm_##ons,-33.537190437316895
hamper,2,ha_##mper,-29.249568939208984
hampered,1,hampered,-14.547797203063965
hampers,3,ha_##mper_##s,-32.83541774749756
hampshire,3,ha_##mps_##hire,-36.55948543548584
hamrick,3,ha_##m_##rick,-31.96483039855957
han,2,ha_##n,-22.752824783325195
hanch,2,ha_##nch,-28.25968360900879
hancock,3,ha_##nco_##ck,-34.55210590362549
hand,1,hand,-10.442096710205078
handbooks,2,hand_##books,-26.484134674072266
handclasp,3,hand_##c_##lasp,-34.474663734436035
handed,1,handed,-11.934670448303223
handful,1,handful,-12.288867950439453
handicap,3,hand_##ica_##p,-32.94870853424072
handier,2,hand_##ier,-25.487735748291016
handing,1,handing,-13.828632354736328
handkerchief,1,handkerchief,-14.211647033691406
handle,1,handle,-11.651373863220215
handled,1,handled,-13.078177452087402
handler,2,handle_##r,-23.479092597961426
handlers,2,handle_##rs,-25.449663162231445
handles,1,handles,-14.591228485107422
handley,2,handle_##y,-21.81757164001465
handling,1,handling,-13.897283554077148
handmade,2,hand_##made,-26.849376678466797
handmaiden,3,hand_##ma_##iden,-37.98839092254639
hands,1,hands,-10.92064094543457
handsome,1,handsome,-12.84747314453125
handsomer,2,handsome_##r,-24.86042881011963
handsomest,2,handsome_##st,-25.399296760559082
handstand,3,hands_##tan_##d,-33.988627433776855
handstands,3,hands_##tan_##ds,-36.912211418151855
handwriting,1,handwriting,-14.427315711975098
handy,1,handy,-13.719474792480469
haney,2,ha_##ney,-25.395514488220215
hanford,3,ha_##n_##ford,-31.49326515197754
hang,1,hang,-13.013699531555176
hangars,2,hangar_##s,-24.088871002197266
hanged,1,hanged,-13.864849090576172
hangers,2,hang_##ers,-26.49247455596924
hanging,1,hanging,-12.556844711303711
hangouts,2,hang_##outs,-28.764514923095703
hangover,2,hang_##over,-28.700485229492188
hank,2,ha_##nk,-25.1136531829834
hankered,3,ha_##nk_##ered,-33.586045265197754
hanover,3,ha_##nov_##er,-31.275999069213867
hanoverian,4,ha_##nov_##eria_##n,-44.874088287353516
hans,2,ha_##ns,-25.91100025177002
hansen,3,ha_##nse_##n,-32.819003105163574
hap,2,ha_##p,-23.12911605834961
haphazard,3,ha_##pha_##zard,-38.249648094177246
hapless,3,ha_##ples_##s,-31.892595291137695
happen,1,happen,-11.521163940429688
happened,1,happened,-11.345134735107422
happening,1,happening,-12.217843055725098
happenings,2,happening_##s,-22.465911865234375
happens,1,happens,-12.829869270324707
happenstance,3,happens_##tan_##ce,-38.203951835632324
happier,1,happier,-16.372283935546875
happiest,3,ha_##pp_##iest,-33.41334342956543
happily,1,happily,-14.345702171325684
happiness,1,happiness,-13.876787185668945
happy,1,happy,-13.116280555725098
haqvin,3,ha_##q_##vin,-37.605621337890625
haranguing,3,ha_##rang_##uing,-41.706007957458496
harass,2,ha_##rass,-25.289423942565918
harassed,2,ha_##rassed,-26.368663787841797
harbor,1,harbor,-13.750407218933105
harbored,2,harbor_##ed,-26.859736442565918
harbors,2,harbor_##s,-24.018033981323242
hard,1,hard,-11.492157936096191
harden,2,hard_##en,-25.406700134277344
hardened,1,hardened,-14.493383407592773
hardener,2,hard_##ener,-26.952704429626465
harder,1,harder,-13.1927490234375
hardest,1,hardest,-15.221171379089355
hardly,1,hardly,-13.126748085021973
hardship,2,hard_##ship,-28.319769859313965
hardships,2,hard_##ships,-29.768929481506348
hardtack,3,hard_##ta_##ck,-33.12794589996338
hardware,1,hardware,-13.976608276367188
hardwoods,2,hardwood_##s,-25.57448387145996
hardworking,2,hard_##working,-28.997139930725098
hardy,2,hard_##y,-21.347381591796875
hare,2,ha_##re,-23.941078186035156
harelips,4,ha_##rel_##ip_##s,-45.36143779754639
harlem,3,ha_##rle_##m,-33.34668159484863
harm,1,harm,-12.15203857421875
harmed,2,harm_##ed,-25.536410331726074
harmful,1,harmful,-13.972545623779297
harmless,1,harmless,-13.986700057983398
harmlessly,2,harmless_##ly,-26.985734939575195
harmonies,2,harm_##onies,-30.502511978149414
harmony,1,harmony,-13.797595977783203
harness,1,harness,-14.325799942016602
harnessed,2,harness_##ed,-27.46127986907959
harold,3,ha_##rol_##d,-34.989434242248535
harp,1,harp,-13.411556243896484
harper,2,harp_##er,-25.293832778930664
harpers,2,harp_##ers,-26.900980949401855
harried,2,ha_##rried,-27.725942611694336
harriet,3,ha_##rrie_##t,-35.57219409942627
harrington,3,ha_##rring_##ton,-35.601776123046875
