word,nr. of tokens,tokens,word score
a,1,a,-6.932022571563721
aa,2,a_##a,-11.218996047973633
aaron,3,a_##aro_##n,-20.540183067321777
ab,2,a_##b,-13.331435680389404
abandon,1,abandon,-12.189208030700684
abandoned,1,abandoned,-10.32645320892334
abandoning,1,abandoning,-14.561501502990723
abbey,1,abbey,-12.086030960083008
abbot,1,abbot,-12.913583755493164
abbreviation,1,abbreviation,-14.77868938446045
abdallah,4,a_##b_##dal_##lah,-38.45289993286133
abdomen,1,abdomen,-16.49591827392578
abdominal,1,abdominal,-16.33362579345703
abed,2,a_##bed,-16.397165775299072
abel,2,a_##bel,-15.33203935623169
abell,2,a_##bell,-16.785719394683838
abernathys,4,a_##ber_##nath_##ys,-36.74545478820801
aberrant,3,a_##ber_##rant,-23.614898681640625
aberration,3,a_##ber_##ration,-25.056323051452637
aberrations,3,a_##ber_##rations,-26.619175910949707
abetted,3,a_##bet_##ted,-26.30127716064453
abeyance,3,a_##bey_##ance,-23.564079761505127
abhorrent,4,a_##b_##hor_##rent,-33.59847831726074
abide,2,a_##bide,-16.418928623199463
abides,3,a_##bide_##s,-17.7444167137146
abiding,3,a_##bid_##ing,-18.03276824951172
abilene,3,a_##bil_##ene,-28.955883026123047
abilities,1,abilities,-11.97081470489502
ability,1,ability,-10.396440505981445
abjection,3,a_##bject_##ion,-24.458290100097656
ablard,3,a_##bla_##rd,-27.853614807128906
ablation,3,a_##bla_##tion,-28.55890941619873
ablaze,3,a_##bla_##ze,-28.135528564453125
able,1,able,-8.497260093688965
ably,2,a_##bly,-16.184192180633545
abner,2,a_##bner,-18.85057783126831
abo,2,a_##bo,-16.648141384124756
aboard,1,aboard,-12.630193710327148
abode,3,a_##bo_##de,-24.79870319366455
abolish,3,a_##bol_##ish,-24.235970497131348
abolished,1,abolished,-13.869903564453125
abolition,1,abolition,-13.284941673278809
abolitionists,2,abolition_##ists,-24.328508377075195
aborigine,4,a_##bor_##igi_##ne,-36.82438850402832
aborigines,4,a_##bor_##igi_##nes,-38.19773769378662
abortion,1,abortion,-12.875432968139648
abortive,3,a_##bor_##tive,-26.71540641784668
about,1,about,-10.18166732788086
above,1,above,-9.321952819824219
aboveground,2,above_##ground,-20.98405170440674
abra,2,a_##bra,-17.1773362159729
abraham,3,a_##bra_##ham,-25.389963150024414
abreast,3,a_##bre_##ast,-24.894742965698242
abroad,1,abroad,-12.966060638427734
abrogated,3,a_##bro_##gated,-29.60566234588623
abrupt,1,abrupt,-13.52834701538086
abruptly,1,abruptly,-14.288780212402344
abruptness,2,abrupt_##ness,-19.629921913146973
abscissa,4,a_##bs_##cis_##sa,-40.370774269104004
absence,1,absence,-12.725634574890137
absences,2,absence_##s,-16.134679317474365
absent,1,absent,-11.045689582824707
absentee,2,absent_##ee,-21.036614418029785
absently,1,absently,-14.29275894165039
absentmindedly,3,absent_##mind_##edly,-32.94313144683838
absolute,1,absolute,-7.582430362701416
absolutely,1,absolutely,-6.822658538818359
absolution,4,a_##bs_##ol_##ution,-37.54771327972412
absorb,1,absorb,-13.679364204406738
absorbed,1,absorbed,-12.54296875
absorbing,1,absorbing,-13.780374526977539
absorption,1,absorption,-13.301002502441406
absorptive,5,a_##bs_##or_##pt_##ive,-46.90365982055664
abstract,1,abstract,-11.404670715332031
abstraction,2,abstract_##ion,-21.643668174743652
abstractions,2,abstract_##ions,-23.894261360168457
abstractly,2,abstract_##ly,-18.663615226745605
abstracts,2,abstract_##s,-15.454136371612549
absurd,1,absurd,-9.907647132873535
absurdities,2,absurd_##ities,-22.511866569519043
absurdity,2,absurd_##ity,-19.80802059173584
absurdly,2,absurd_##ly,-16.89791774749756
abundance,1,abundance,-11.421503067016602
abundant,1,abundant,-10.45715618133545
abundantly,2,abundant_##ly,-15.756189346313477
abuse,1,abuse,-11.2623872756958
abused,1,abused,-12.824851989746094
abuses,1,abuses,-15.36538314819336
abyss,2,a_##byss,-17.961458683013916
academic,1,academic,-12.222911834716797
academically,2,academic_##ally,-23.435625076293945
academies,2,a_##cademies,-19.838064670562744
academy,1,academy,-13.05594539642334
acadia,3,a_##ca_##dia,-27.504782676696777
acala,3,a_##cal_##a,-21.720411777496338
acapulco,4,a_##cap_##ul_##co,-37.715392112731934
accademia,4,a_##cca_##de_##mia,-40.65771961212158
accede,3,a_##cc_##ede,-26.321016311645508
accelerated,1,accelerated,-14.318656921386719
accelerating,4,a_##cc_##ele_##rating,-45.63661766052246
acceleration,1,acceleration,-14.625595092773438
accelerations,2,acceleration_##s,-17.33937978744507
accelerator,2,a_##ccelerator,-17.88726282119751
accelerometer,5,a_##cc_##ele_##rome_##ter,-55.595869064331055
accelerometers,5,a_##cc_##ele_##rome_##ters,-57.11449432373047
accent,1,accent,-14.233610153198242
accented,2,accent_##ed,-19.808887004852295
accentuated,2,accent_##uated,-29.098469734191895
accept,1,accept,-8.21381664276123
acceptability,2,accept_##ability,-17.90268611907959
acceptable,1,acceptable,-7.888487815856934
acceptance,1,acceptance,-9.03132152557373
accepted,1,accepted,-7.681037902832031
accepting,1,accepting,-10.139054298400879
accepts,1,accepts,-10.540060043334961
access,1,access,-11.509001731872559
accessible,1,accessible,-11.105005264282227
accessories,1,accessories,-14.607882499694824
accident,1,accident,-10.566561698913574
accidental,1,accidental,-8.49147891998291
accidents,1,accidents,-12.670206069946289
acclaimed,1,acclaimed,-13.286908149719238
accolades,3,a_##cco_##lades,-29.403339385986328
accommodate,1,accommodate,-13.407604217529297
accommodating,5,a_##cco_##mm_##oda_##ting,-57.743499755859375
accommodation,1,accommodation,-13.493906021118164
accommodations,2,accommodation_##s,-16.163516521453857
accomodations,5,a_##cco_##mo_##dation_##s,-49.79668855667114
accompanied,1,accompanied,-13.643889427185059
accompanies,5,a_##cco_##mp_##ani_##es,-55.790754318237305
accompaniment,1,accompaniment,-15.694116592407227
accompaniments,2,accompaniment_##s,-19.032247066497803
accompany,1,accompany,-14.796919822692871
accompanying,1,accompanying,-15.696481704711914
accomplice,4,a_##cco_##mp_##lice,-41.3386287689209
accomplish,1,accomplish,-12.291051864624023
accomplished,1,accomplished,-10.1909818649292
accomplishment,2,accomplish_##ment,-22.351550102233887
accomplishments,1,accomplishments,-13.86853313446045
accord,1,accord,-9.752886772155762
accordance,1,accordance,-11.953453063964844
accorded,2,accord_##ed,-17.301032543182373
according,1,according,-10.680511474609375
accordingly,1,accordingly,-10.898124694824219
accords,2,accord_##s,-14.656415462493896
accosting,3,a_##cco_##sting,-27.734895706176758
account,1,account,-10.280736923217773
accountability,2,account_##ability,-18.823410034179688
accounted,1,accounted,-13.585179328918457
accounting,1,accounting,-14.334090232849121
accounts,1,accounts,-13.29233169555664
accouterments,4,a_##cco_##uter_##ments,-38.79355430603027
accreditation,1,accreditation,-13.936592102050781
accretion,4,a_##cc_##ret_##ion,-37.01243209838867
accretions,4,a_##cc_##ret_##ions,-39.165873527526855
accruing,4,a_##cc_##ru_##ing,-34.73449516296387
accumulate,4,a_##cc_##um_##ulate,-39.368669509887695
accumulates,4,a_##cc_##um_##ulates,-40.50933074951172
accumulating,4,a_##cc_##um_##ulating,-42.221858978271484
accumulation,1,accumulation,-13.77828598022461
accuracy,1,accuracy,-10.534241676330566
accurate,1,accurate,-8.273914337158203
accurately,1,accurately,-10.605132102966309
accusations,1,accusations,-12.958234786987305
accuse,3,a_##cc_##use,-26.986783027648926
accused,1,accused,-12.617364883422852
accusing,1,accusing,-14.111021041870117
accusingly,2,accusing_##ly,-20.36801242828369
accustomed,1,accustomed,-12.547781944274902
ace,1,ace,-8.099114418029785
acetone,2,ace_##tone,-21.403783798217773
acey,2,ace_##y,-13.556268215179443
acheson,2,ache_##son,-23.113815307617188
achieve,1,achieve,-11.342745780944824
