word,nr. of tokens,tokens,word score
thorn,2,th_##orn,-14.105356216430664
thornburg,3,th_##orn_##burg,-30.549845695495605
thorny,3,th_##orn_##y,-14.40697193145752
thorough,1,thorough,-14.077760696411133
thoroughfares,3,thorough_##fare_##s,-13.882841110229492
thoroughly,1,thoroughly,-14.025008201599121
those,1,those,-11.11229419708252
thou,1,thou,-13.651477813720703
though,1,though,-10.065115928649902
thought,1,thought,-10.493017196655273
thoughtful,1,thoughtful,-14.073036193847656
thoughtfully,1,thoughtfully,-14.882567405700684
thoughtfulness,2,thoughtful_##ness,-16.073243141174316
thoughts,1,thoughts,-12.318093299865723
thousand,1,thousand,-11.46032428741455
thousands,1,thousands,-11.926090240478516
thousandth,2,thousand_##th,-20.87202024459839
thrashed,3,th_##rash_##ed,-12.503478050231934
thread,1,thread,-13.018597602844238
threaded,2,thread_##ed,-22.434048652648926
threading,2,thread_##ing,-19.909677505493164
threads,1,threads,-13.555974960327148
threat,1,threat,-12.16204833984375
threaten,1,threaten,-14.109606742858887
threatened,1,threatened,-12.425150871276855
threatening,1,threatening,-13.732613563537598
threateningly,2,threatening_##ly,-20.610770225524902
threatens,1,threatens,-13.834229469299316
threats,1,threats,-12.493536949157715
three,1,three,-9.084266662597656
threefold,2,three_##fold,-22.06208896636963
threes,2,three_##s,-23.959860801696777
threshed,3,th_##resh_##ed,-19.581470489501953
threshhold,3,th_##resh_##hold,-28.215203285217285
threshold,1,threshold,-13.39142894744873
threw,1,threw,-12.308196067810059
thrifty,3,th_##rift_##y,-20.16221332550049
thrill,1,thrill,-14.250962257385254
thrilled,1,thrilled,-15.756216049194336
thrilling,2,thrill_##ing,-18.961158752441406
thrived,3,th_##rive_##d,-11.528472900390625
thriving,1,thriving,-14.68272876739502
throat,1,throat,-12.309603691101074
throats,2,throat_##s,-22.424546241760254
throaty,2,throat_##y,-19.533498764038086
throbbed,3,th_##ro_##bbed,-17.175105094909668
throbbing,1,throbbing,-14.089254379272461
throes,3,th_##ro_##es,-17.587281227111816
throne,1,throne,-13.737127304077148
