word,nr. of tokens,tokens,word score
oas,2,o_##as,-13.905590534210205
oases,2,o_##ases,-7.853487014770508
oath,1,oath,-9.6102933883667
oaths,2,oath_##s,-10.185445785522461
oats,2,o_##ats,-7.894411087036133
obedience,2,o_##bedience,-2.7569150924682617
oberlin,3,o_##ber_##lin,-13.538456439971924
obesity,2,o_##besity,-6.416488170623779
obey,1,obey,-7.790286064147949
obeyed,1,obeyed,-9.232545852661133
obeying,2,obey_##ing,-9.583515167236328
obeys,2,obey_##s,-17.169696807861328
object,1,object,-11.654500007629395
objected,1,objected,-15.267251014709473
objection,1,objection,-13.448579788208008
objections,1,objections,-13.782652854919434
objective,1,objective,-10.06289005279541
objectives,1,objectives,-13.622953414916992
objects,1,objects,-12.212442398071289
obligated,4,o_##b_##liga_##ted,-2.5360145568847656
obligation,1,obligation,-10.645859718322754
obligations,1,obligations,-12.625022888183594
obliged,1,obliged,-11.479482650756836
obligingly,5,o_##b_##li_##ging_##ly,-1.4784975051879883
obliteration,4,o_##b_##lite_##ration,-1.2222957611083984
oblong,3,o_##b_##long,-3.060821533203125
obnoxious,4,o_##b_##no_##xious,-0.001220703125
obscenities,5,o_##bs_##ce_##ni_##ties,-0.02283477783203125
obscure,1,obscure,-12.11296558380127
obscured,1,obscured,-15.092864990234375
obscurity,4,o_##bs_##cu_##rity,-0.09075546264648438
observable,4,o_##bs_##er_##vable,-3.3489837646484375
observance,4,o_##bs_##er_##vance,-5.289315223693848
observant,4,o_##bs_##er_##vant,-0.0836334228515625
observation,1,observation,-10.765199661254883
observational,2,observation_##al,-8.2919282913208
observations,1,observations,-14.038495063781738
observatory,1,observatory,-16.229413986206055
observe,1,observe,-11.274304389953613
observed,1,observed,-11.66511058807373
observer,1,observer,-13.480043411254883
observers,1,observers,-14.50256633758545
observes,1,observes,-15.255022048950195
observing,1,observing,-13.855171203613281
obsessed,1,obsessed,-11.089720726013184
obsesses,4,o_##bs_##ess_##es,-10.901896476745605
obsession,1,obsession,-11.539501190185547
obsessions,2,obsession_##s,-10.406706809997559
obsolescent,4,o_##bs_##ole_##scent,-0.7780132293701172
obsolete,1,obsolete,-11.104592323303223
obsoleting,4,o_##bs_##ole_##ting,-14.917230606079102
obstacle,1,obstacle,-13.451528549194336
obstacles,1,obstacles,-13.204970359802246
obstruct,3,o_##bs_##truct,-8.495421409606934
obstructed,4,o_##bs_##truct_##ed,-1.1774110794067383
obstructionist,4,o_##bs_##truction_##ist,-1.2891178131103516
obtain,1,obtain,-11.097428321838379
obtainable,2,obtain_##able,-5.99048376083374
obtained,1,obtained,-9.627152442932129
obtaining,1,obtaining,-13.273624420166016
obtrudes,4,o_##bt_##rud_##es,-9.883398056030273
obverse,3,o_##b_##verse,-3.1879844665527344
obvious,1,obvious,-9.194668769836426
obviously,1,obviously,-10.528688430786133
occasion,1,occasion,-13.270530700683594
occasional,1,occasional,-12.530131340026855
occasionally,1,occasionally,-12.195723533630371
occasions,1,occasions,-15.184076309204102
occipital,4,o_##cci_##pit_##al,-0.952815055847168
occlusion,3,o_##cc_##lusion,-3.3084030151367188
occupant,4,o_##cc_##up_##ant,-0.3229408264160156
occupants,1,occupants,-14.198427200317383
occupation,1,occupation,-11.887721061706543
occupational,1,occupational,-14.999527931213379
occupied,1,occupied,-11.518901824951172
occupies,1,occupies,-15.728208541870117
occupy,1,occupy,-13.876202583312988
occupying,1,occupying,-14.992313385009766
occur,1,occur,-12.961790084838867
occurred,1,occurred,-13.968206405639648
occurrence,1,occurrence,-13.677936553955078
occurrences,2,occurrence_##s,-10.129291534423828
occurring,1,occurring,-13.772417068481445
occurs,1,occurs,-13.316341400146484
ocean,1,ocean,-10.905282974243164
oceania,2,ocean_##ia,-14.92252492904663
oceanographic,2,ocean_##ographic,-11.52913761138916
oceanography,2,ocean_##ography,-9.271087646484375
oceanside,2,oceans_##ide,-8.732195854187012
ocelot,3,o_##cel_##ot,-1.732839584350586
ochre,3,o_##ch_##re,-2.9487571716308594
octagonal,1,octagonal,-14.156549453735352
octavia,3,o_##ct_##avia,-7.737305164337158
octet,3,o_##ct_##et,-6.4112443923950195
octillion,4,o_##ct_##ill_##ion,-11.55500316619873
october,4,o_##ct_##obe_##r,-1.542943000793457
octoroon,3,o_##ctor_##oon,-10.985427856445312
odd,1,odd,-11.451461791992188
oddly,1,oddly,-14.778155326843262
odds,1,odds,-11.55160140991211
oder,2,o_##der,-14.983867645263672
odilo,3,o_##di_##lo,-14.424044609069824
odious,2,o_##dious,-6.046308517456055
odom,2,o_##dom,-15.589792728424072
odor,1,odor,-15.843722343444824
odors,2,odor_##s,-13.119004249572754
odyssey,4,o_##dy_##sse_##y,-0.3343029022216797
oedipal,4,o_##ed_##ip_##al,-6.242218017578125
oedipus,4,o_##ed_##ip_##us,-7.311119079589844
oersted,3,o_##ers_##ted,-18.87503719329834
of,1,of,-8.680273056030273
off,1,off,-7.424025058746338
offal,2,off_##al,-14.04485273361206
offend,2,off_##end,-8.034622192382812
offended,1,offended,-13.008255004882812
offender,2,off_##ender,-4.754040718078613
offense,1,offense,-12.166781425476074
offenses,2,offense_##s,-11.514122009277344
offensive,1,offensive,-11.43414306640625
offer,1,offer,-10.044541358947754
offered,1,offered,-10.509002685546875
offering,1,offering,-11.163163185119629
offerings,1,offerings,-13.18937873840332
offers,1,offers,-12.273890495300293
office,1,office,-11.821329116821289
officer,1,officer,-10.304134368896484
officers,1,officers,-12.20407772064209
offices,1,offices,-15.466497421264648
official,1,official,-7.177381992340088
officially,1,officially,-10.636665344238281
officials,1,officials,-11.730718612670898
officiated,3,off_##ici_##ated,-1.9254732131958008
officiating,3,off_##ici_##ating,-1.054779052734375
offsaddled,3,offs_##ad_##dled,-19.26839256286621
offsetting,2,offset_##ting,-8.07814073562622
offshore,1,offshore,-12.998597145080566
offspring,1,offspring,-12.496331214904785
offutt,2,off_##utt,-25.24562168121338
often,1,often,-10.123059272766113
oftener,2,often_##er,-22.012394905090332
ogden,2,og_##den,-23.264986038208008
ogled,2,og_##led,-9.683464050292969
ogress,2,og_##ress,-12.67325210571289
oh,1,oh,-8.920849800109863
ohio,2,oh_##io,-22.656023025512695
oil,1,oil,-10.373885154724121
oilcloth,2,oil_##cloth,-11.37720775604248
oiled,2,oil_##ed,-11.661552906036377
oilheating,3,oil_##heat_##ing,-29.102709770202637
oils,1,oils,-14.957357406616211
oilseeds,3,oils_##eed_##s,-6.074488639831543
oily,2,oil_##y,-8.309235572814941
oistrakh,4,o_##ist_##rak_##h,-16.901774406433105
okamoto,3,ok_##amo_##to,-4.771624565124512
oklahoma,3,ok_##lah_##oma,-18.165078163146973
ol,2,o_##l,-10.647907257080078
olaf,3,o_##la_##f,-14.157021522521973
old,1,old,-7.995824813842773
older,1,older,-12.82747745513916
oldest,1,oldest,-12.446399688720703
oldsmobile,2,olds_##mobile,-32.94126319885254
oldsters,2,olds_##ters,-6.525650978088379
ole,2,o_##le,-6.424740791320801
olga,3,o_##l_##ga,-20.689780235290527
olgivanna,4,o_##l_##gi_##vanna,-23.12002182006836
olive,1,olive,-11.053689002990723
oliver,2,olive_##r,-22.057697296142578
olivetti,2,olive_##tti,-19.02959442138672
olivia,3,o_##li_##via,-5.665215492248535
olympic,4,o_##ly_##mp_##ic,-0.3147258758544922
olympics,4,o_##ly_##mp_##ics,-3.2200279235839844
omelet,3,o_##mel_##et,-1.6218757629394531
omen,2,o_##men,-6.153474807739258
ominous,1,ominous,-11.065927505493164
ominously,2,ominous_##ly,-13.741981029510498
omission,2,o_##mission,-5.65472936630249
omissions,3,o_##mission_##s,-5.873985290527344
omits,3,o_##mit_##s,-10.177071571350098
omitted,1,omitted,-13.693961143493652
omitting,3,o_##mit_##ting,-1.0933732986450195
ommission,4,o_##mm_##iss_##ion,-11.607590675354004
on,1,on,-7.217879295349121
once,1,once,-10.060529708862305
oncoming,2,on_##coming,-15.28851318359375
one,1,one,-6.403362274169922
ones,1,ones,-11.360956192016602
oneself,2,ones_##elf,-0.6487312316894531
oneupmanship,3,one_##up_##manship,-23.41499137878418
onion,2,on_##ion,-12.676193237304688
onions,2,on_##ions,-11.886848449707031
onlookers,3,on_##look_##ers,-1.116074562072754
only,1,only,-6.1300787925720215
onrush,2,on_##rush,-20.024005889892578
onset,1,onset,-14.800193786621094
onslaught,3,on_##sla_##ught,-0.06294822692871094
onslaughts,4,on_##sla_##ught_##s,-1.221287727355957
ontario,3,on_##tar_##io,-16.902501583099365
onto,1,onto,-10.549488067626953
ontological,2,onto_##logical,-10.161309242248535
ontologically,3,onto_##logical_##ly,-4.940299987792969
onwards,1,onwards,-14.210320472717285
ooh,2,o_##oh,-3.7926177978515625
ooze,3,o_##oz_##e,-3.025186538696289
oozed,3,o_##oz_##ed,-3.655900001525879
opaque,2,op_##aque,-3.6357240676879883
open,1,open,-6.615175247192383
opened,1,opened,-10.640299797058105
opener,1,opener,-14.091472625732422
opening,1,opening,-12.309839248657227
openings,1,openings,-15.776045799255371
openly,1,openly,-11.439873695373535
opens,1,opens,-13.28091812133789
opera,1,opera,-12.770069122314453
operand,2,opera_##nd,-11.60012674331665
operate,1,operate,-12.253978729248047
operated,1,operated,-11.922727584838867
operates,1,operates,-12.852428436279297
operatic,1,operatic,-15.788494110107422
operating,1,operating,-11.097597122192383
operation,1,operation,-9.959931373596191
operational,1,operational,-10.428985595703125
operations,1,operations,-11.247552871704102
operator,1,operator,-12.241828918457031
operators,1,operators,-13.217955589294434
opinion,1,opinion,-10.51978874206543
opinionated,2,opinion_##ated,-4.057793617248535
opinions,1,opinions,-12.517736434936523
opium,2,op_##ium,-2.2083826065063477
opponent,1,opponent,-13.035179138183594
opponents,1,opponents,-13.96994400024414
opportune,3,op_##port_##une,-0.06698799133300781
opportunities,1,opportunities,-13.422405242919922
opportunity,1,opportunity,-9.729731559753418
oppose,1,oppose,-12.624217987060547
opposed,1,opposed,-11.515863418579102
opposes,2,oppose_##s,-12.512364387512207
opposing,1,opposing,-12.74329948425293
opposite,1,opposite,-11.696179389953613
opposition,1,opposition,-12.131887435913086
oppressive,2,op_##pressive,-3.4153995513916016
optical,1,optical,-14.99738883972168
optimal,1,optimal,-11.197100639343262
optimality,2,optimal_##ity,-9.938005447387695
optimism,3,op_##ti_##mism,-0.7947254180908203
optimistic,1,optimistic,-10.595019340515137
optimization,1,optimization,-15.207722663879395
optimo,3,op_##ti_##mo,-9.052495002746582
optimum,3,op_##ti_##mum,-1.506582260131836
option,1,option,-10.135241508483887
optional,1,optional,-9.916175842285156
or,1,or,-10.34599494934082
oracle,2,or_##acle,-2.4959983825683594
oral,1,oral,-11.327967643737793
orally,2,oral_##ly,-10.63538646697998
orange,1,orange,-11.381345748901367
oranges,2,orange_##s,-10.582086563110352
oration,2,or_##ation,-10.284049034118652
orator,2,or_##ator,-6.335171699523926
oratorical,3,or_##ator_##ical,-1.1120891571044922
oratory,2,or_##atory,-4.150640487670898
orbit,1,orbit,-12.335552215576172
orbital,1,orbital,-14.079380989074707
orbits,1,orbits,-15.339158058166504
orchard,2,or_##chard,-5.483266830444336
orchards,1,orchards,-16.1126708984375
orchester,2,or_##chester,-16.38114881515503
orchestra,1,orchestra,-15.133174896240234
orchestral,1,orchestral,-16.210182189941406
orchestration,2,orchestra_##tion,-3.8086585998535156
orchids,2,orchid_##s,-9.5266695022583
ordained,1,ordained,-12.001075744628906
order,1,order,-7.75410270690918
ordered,1,ordered,-8.959315299987793
ordering,1,ordering,-12.41094970703125
orderly,1,orderly,-11.57762336730957
orders,1,orders,-10.030243873596191
ordinance,1,ordinance,-12.357009887695312
ordinances,2,ordinance_##s,-13.10890007019043
ordinarily,3,or_##dina_##rily,-0.31952953338623047
ordinary,1,ordinary,-9.761208534240723
oregon,2,ore_##gon,-11.735702514648438
oregonians,3,ore_##gon_##ians,-16.931450843811035
oresteia,3,ore_##ste_##ia,-22.932703018188477
orestes,3,ore_##ste_##s,-16.18255853652954
organ,1,organ,-14.981242179870605
organdy,2,organ_##dy,-23.57058334350586
organic,1,organic,-10.747966766357422
organically,2,organic_##ally,-10.79490852355957
organification,2,organ_##ification,-20.920933723449707
organism,1,organism,-14.426582336425781
organismic,2,organism_##ic,-10.871554374694824
organisms,1,organisms,-14.341869354248047
organist,1,organist,-17.39577293395996
organization,1,organization,-11.03569221496582
organizational,1,organizational,-14.918118476867676
organizations,1,organizations,-13.832372665405273
organize,1,organize,-14.934574127197266
organized,1,organized,-11.435882568359375
organizers,1,organizers,-15.840536117553711
organs,1,organs,-15.568016052246094
orgasm,1,orgasm,-12.475377082824707
orgies,2,org_##ies,-7.61139440536499
orgy,2,org_##y,-9.705150604248047
orient,2,or_##ient,-6.072711944580078
oriental,3,or_##ient_##al,-0.2794685363769531
orientation,1,orientation,-14.379617691040039
