word,nr. of tokens,tokens,word score
purposed,2,purpose_##d,-24.637615203857422
purposefully,2,purpose_##fully,-29.140042304992676
purposeless,2,purpose_##less,-25.757824897766113
purposely,2,purpose_##ly,-24.770413398742676
purposes,1,purposes,-12.261009216308594
purposive,4,pu_##rp_##os_##ive,-47.67413139343262
purposively,4,pu_##rp_##os_##ively,-52.869977951049805
purring,2,pu_##rring,-30.519700050354004
purse,1,purse,-13.125116348266602
pursed,1,pursed,-13.850212097167969
pursue,1,pursue,-12.744253158569336
pursued,1,pursued,-13.122443199157715
pursuer,2,pursue_##r,-24.979753494262695
pursuers,2,pursue_##rs,-26.950325965881348
pursuing,1,pursuing,-13.398628234863281
pursuit,1,pursuit,-14.408134460449219
pursuits,1,pursuits,-14.402541160583496
purvis,3,pu_##r_##vis,-32.769110679626465
push,1,push,-12.346187591552734
pushed,1,pushed,-12.223642349243164
pushers,2,push_##ers,-26.159029960632324
pushes,1,pushes,-13.956847190856934
pushing,1,pushing,-13.550244331359863
pushup,2,push_##up,-27.529749870300293
pussy,2,pu_##ssy,-30.055855751037598
put,1,put,-11.1956787109375
puts,1,puts,-13.397954940795898
putt,2,put_##t,-22.988696098327637
putter,2,put_##ter,-25.559096336364746
puttering,2,put_##tering,-28.83851146697998
putting,1,putting,-12.901973724365234
putty,2,put_##ty,-25.450352668762207
puzzle,1,puzzle,-13.750723838806152
puzzled,1,puzzled,-14.195049285888672
puzzler,2,puzzle_##r,-25.919297218322754
puzzling,2,pu_##zzling,-26.73606586456299
pvt,3,p_##v_##t,-28.38365411758423
pyknotic,4,p_##yk_##not_##ic,-44.96849727630615
pyramid,1,pyramid,-14.75686264038086
pyrex,3,p_##yre_##x,-34.085397720336914
pyrometer,3,p_##yr_##ometer,-36.117669105529785
pyschiatrist,5,p_##ys_##chia_##tri_##st,-59.31264400482178
python,3,p_##yt_##hon,-35.4344539642334
q,1,q,-11.186145782470703
qua,2,q_##ua,-26.547823905944824
quack,3,q_##ua_##ck,-34.949334144592285
quackery,4,q_##ua_##cker_##y,-43.289225578308105
quadrennial,4,q_##uad_##ren_##nial,-55.37307262420654
quadrillion,4,q_##uad_##rill_##ion,-53.760117530822754
quadripartite,5,q_##uad_##rip_##art_##ite,-66.54993534088135
quadrupled,4,q_##uad_##rup_##led,-49.584506034851074
quaint,3,q_##ua_##int,-40.196805000305176
quake,3,q_##ua_##ke,-36.102091789245605
quakers,3,q_##ua_##kers,-38.478774070739746
qualification,1,qualification,-14.243856430053711
qualifications,1,qualifications,-14.07731819152832
qualified,1,qualified,-12.081524848937988
qualify,1,qualify,-12.920063018798828
qualitative,3,q_##ual_##itative,-42.311665534973145
qualities,1,qualities,-13.109284400939941
quality,1,quality,-12.235278129577637
quam,3,q_##ua_##m,-34.966267585754395
quantitative,1,quantitative,-15.130369186401367
quantities,1,quantities,-13.818031311035156
quantity,1,quantity,-14.160161972045898
quantum,1,quantum,-14.381831169128418
quarrel,3,q_##ua_##rrel,-41.29332447052002
quarreled,4,q_##ua_##rrel_##ed,-48.884971618652344
quarreling,4,q_##ua_##rrel_##ing,-49.274155616760254
quarrels,4,q_##ua_##rrel_##s,-46.67135715484619
quarrelsome,4,q_##ua_##rrel_##some,-52.086113929748535
quarry,1,quarry,-14.487386703491211
quarter,1,quarter,-12.069018363952637
quarterback,1,quarterback,-14.239916801452637
quarterly,1,quarterly,-15.39145565032959
quarters,1,quarters,-14.254497528076172
quartet,1,quartet,-13.997701644897461
quasimodo,3,quasi_##mo_##do,-38.958505630493164
quavering,3,q_##ua_##vering,-42.97508144378662
queasiness,3,que_##asi_##ness,-37.05916690826416
quebec,3,que_##be_##c,-34.9198055267334
queen,1,queen,-12.896778106689453
queens,2,queen_##s,-23.339407920837402
queer,2,que_##er,-23.969977378845215
queerer,2,que_##erer,-28.869547843933105
queerest,3,que_##ere_##st,-35.90612506866455
quenching,3,que_##nch_##ing,-34.39175796508789
queried,2,que_##ried,-29.21098041534424
queries,2,que_##ries,-25.944185256958008
querulous,3,que_##ru_##lous,-40.36448383331299
