word,nr. of tokens,tokens,word score
oas,2,o_##as,-13.905587196350098
oases,2,o_##ases,-7.853485107421875
oath,1,oath,-9.610296249389648
oaths,2,oath_##s,-10.185443878173828
oats,2,o_##ats,-7.894417762756348
obedience,2,o_##bedience,-2.7569189071655273
oberlin,3,o_##ber_##lin,-13.538454055786133
obesity,2,o_##besity,-6.416485786437988
obey,1,obey,-7.79028844833374
obeyed,1,obeyed,-9.232547760009766
obeying,2,obey_##ing,-9.583522319793701
obeys,2,obey_##s,-17.169696807861328
object,1,object,-11.654500007629395
objected,1,objected,-15.267248153686523
objection,1,objection,-13.448575019836426
objections,1,objections,-13.782649993896484
objective,1,objective,-10.062891006469727
objectives,1,objectives,-13.622957229614258
objects,1,objects,-12.212443351745605
obligated,4,o_##b_##liga_##ted,-2.5360260009765625
obligation,1,obligation,-10.64586067199707
obligations,1,obligations,-12.625024795532227
obliged,1,obliged,-11.479484558105469
obligingly,5,o_##b_##li_##ging_##ly,-1.4784984588623047
obliteration,4,o_##b_##lite_##ration,-1.2222938537597656
oblong,3,o_##b_##long,-3.0608205795288086
obnoxious,4,o_##b_##no_##xious,-0.001220703125
obscenities,5,o_##bs_##ce_##ni_##ties,-0.02283477783203125
obscure,1,obscure,-12.11296272277832
obscured,1,obscured,-15.09286117553711
obscurity,4,o_##bs_##cu_##rity,-0.09075546264648438
observable,4,o_##bs_##er_##vable,-3.3489818572998047
observance,4,o_##bs_##er_##vance,-5.289309501647949
observant,4,o_##bs_##er_##vant,-0.0836334228515625
observation,1,observation,-10.765198707580566
observational,2,observation_##al,-8.29193115234375
observations,1,observations,-14.038493156433105
observatory,1,observatory,-16.229415893554688
observe,1,observe,-11.27430534362793
observed,1,observed,-11.665107727050781
observer,1,observer,-13.480037689208984
observers,1,observers,-14.5025634765625
observes,1,observes,-15.255020141601562
observing,1,observing,-13.855170249938965
obsessed,1,obsessed,-11.089722633361816
obsesses,4,o_##bs_##ess_##es,-10.901885986328125
obsession,1,obsession,-11.539502143859863
obsessions,2,obsession_##s,-10.406707763671875
obsolescent,4,o_##bs_##ole_##scent,-0.7780208587646484
obsolete,1,obsolete,-11.104592323303223
obsoleting,4,o_##bs_##ole_##ting,-14.917222023010254
obstacle,1,obstacle,-13.451528549194336
obstacles,1,obstacles,-13.204971313476562
obstruct,3,o_##bs_##truct,-8.49541187286377
obstructed,4,o_##bs_##truct_##ed,-1.1774101257324219
obstructionist,4,o_##bs_##truction_##ist,-1.2891178131103516
obtain,1,obtain,-11.097429275512695
obtainable,2,obtain_##able,-5.990485191345215
obtained,1,obtained,-9.627155303955078
obtaining,1,obtaining,-13.273624420166016
obtrudes,4,o_##bt_##rud_##es,-9.883390426635742
obverse,3,o_##b_##verse,-3.1879796981811523
obvious,1,obvious,-9.194666862487793
obviously,1,obviously,-10.5286865234375
occasion,1,occasion,-13.270525932312012
occasional,1,occasional,-12.530132293701172
occasionally,1,occasionally,-12.195720672607422
occasions,1,occasions,-15.184075355529785
occipital,4,o_##cci_##pit_##al,-0.9528160095214844
occlusion,3,o_##cc_##lusion,-3.3083982467651367
occupant,4,o_##cc_##up_##ant,-0.3229408264160156
occupants,1,occupants,-14.198423385620117
occupation,1,occupation,-11.887720108032227
occupational,1,occupational,-14.999526977539062
occupied,1,occupied,-11.518899917602539
occupies,1,occupies,-15.728209495544434
occupy,1,occupy,-13.876202583312988
occupying,1,occupying,-14.992311477661133
occur,1,occur,-12.96178913116455
occurred,1,occurred,-13.968202590942383
occurrence,1,occurrence,-13.677932739257812
occurrences,2,occurrence_##s,-10.129290580749512
occurring,1,occurring,-13.772415161132812
occurs,1,occurs,-13.316339492797852
ocean,1,ocean,-10.905281066894531
oceania,2,ocean_##ia,-14.922525882720947
oceanographic,2,ocean_##ographic,-11.529146194458008
oceanography,2,ocean_##ography,-9.271090030670166
oceanside,2,oceans_##ide,-8.732192516326904
ocelot,3,o_##cel_##ot,-1.7328386306762695
ochre,3,o_##ch_##re,-2.9487547874450684
octagonal,1,octagonal,-14.156548500061035
octavia,3,o_##ct_##avia,-7.737313747406006
octet,3,o_##ct_##et,-6.411250114440918
octillion,4,o_##ct_##ill_##ion,-11.555012702941895
october,4,o_##ct_##obe_##r,-1.5429401397705078
octoroon,3,o_##ctor_##oon,-10.985427379608154
odd,1,odd,-11.451457977294922
oddly,1,oddly,-14.778152465820312
odds,1,odds,-11.55159854888916
oder,2,o_##der,-14.983870506286621
odilo,3,o_##di_##lo,-14.424040794372559
odious,2,o_##dious,-6.046308517456055
odom,2,o_##dom,-15.589795112609863
odor,1,odor,-15.843720436096191
odors,2,odor_##s,-13.119009971618652
odyssey,4,o_##dy_##sse_##y,-0.3343038558959961
oedipal,4,o_##ed_##ip_##al,-6.24221134185791
oedipus,4,o_##ed_##ip_##us,-7.311123847961426
oersted,3,o_##ers_##ted,-18.875047206878662
of,1,of,-8.680272102355957
off,1,off,-7.424025535583496
offal,2,off_##al,-14.044857025146484
offend,2,off_##end,-8.03462839126587
offended,1,offended,-13.008254051208496
offender,2,off_##ender,-4.7540435791015625
offense,1,offense,-12.166781425476074
offenses,2,offense_##s,-11.514124870300293
offensive,1,offensive,-11.4341402053833
offer,1,offer,-10.044538497924805
offered,1,offered,-10.508999824523926
offering,1,offering,-11.163164138793945
offerings,1,offerings,-13.189379692077637
offers,1,offers,-12.273889541625977
office,1,office,-11.821331024169922
officer,1,officer,-10.304134368896484
officers,1,officers,-12.20407772064209
offices,1,offices,-15.466497421264648
official,1,official,-7.177380561828613
officially,1,officially,-10.636664390563965
officials,1,officials,-11.730716705322266
officiated,3,off_##ici_##ated,-1.9254770278930664
officiating,3,off_##ici_##ating,-1.0547761917114258
offsaddled,3,offs_##ad_##dled,-19.268398761749268
offsetting,2,offset_##ting,-8.078137397766113
offshore,1,offshore,-12.998594284057617
offspring,1,offspring,-12.496332168579102
offutt,2,off_##utt,-25.245622634887695
often,1,often,-10.123059272766113
oftener,2,often_##er,-22.012392044067383
ogden,2,og_##den,-23.26498317718506
ogled,2,og_##led,-9.683462142944336
ogress,2,og_##ress,-12.673237800598145
oh,1,oh,-8.920849800109863
ohio,2,oh_##io,-22.656017303466797
oil,1,oil,-10.373887062072754
oilcloth,2,oil_##cloth,-11.377203464508057
oiled,2,oil_##ed,-11.661553859710693
oilheating,3,oil_##heat_##ing,-29.102713584899902
oils,1,oils,-14.957357406616211
oilseeds,3,oils_##eed_##s,-6.074487686157227
oily,2,oil_##y,-8.309237480163574
oistrakh,4,o_##ist_##rak_##h,-16.901782035827637
okamoto,3,ok_##amo_##to,-4.771618843078613
oklahoma,3,ok_##lah_##oma,-18.165074348449707
ol,2,o_##l,-10.647903442382812
olaf,3,o_##la_##f,-14.157025814056396
old,1,old,-7.995825290679932
older,1,older,-12.827475547790527
oldest,1,oldest,-12.446399688720703
oldsmobile,2,olds_##mobile,-32.941274642944336
oldsters,2,olds_##ters,-6.525655746459961
ole,2,o_##le,-6.424740791320801
olga,3,o_##l_##ga,-20.689784049987793
olgivanna,4,o_##l_##gi_##vanna,-23.12001943588257
olive,1,olive,-11.053688049316406
oliver,2,olive_##r,-22.057695388793945
olivetti,2,olive_##tti,-19.029595375061035
olivia,3,o_##li_##via,-5.6652116775512695
olympic,4,o_##ly_##mp_##ic,-0.3147268295288086
olympics,4,o_##ly_##mp_##ics,-3.2200279235839844
omelet,3,o_##mel_##et,-1.6218748092651367
omen,2,o_##men,-6.153476715087891
ominous,1,ominous,-11.065927505493164
ominously,2,ominous_##ly,-13.741984367370605
omission,2,o_##mission,-5.654726505279541
omissions,3,o_##mission_##s,-5.87398624420166
omits,3,o_##mit_##s,-10.177075386047363
omitted,1,omitted,-13.693958282470703
omitting,3,o_##mit_##ting,-1.0933732986450195
ommission,4,o_##mm_##iss_##ion,-11.607588768005371
on,1,on,-7.217880725860596
once,1,once,-10.060529708862305
oncoming,2,on_##coming,-15.288511276245117
one,1,one,-6.403365135192871
ones,1,ones,-11.360960006713867
