word,nr. of tokens,tokens,word score
a,1,a,-6.896328449249268
aa,2,a_##a,-20.01567268371582
aaron,3,a_##aro_##n,-26.237582683563232
ab,2,a_##b,-18.65492343902588
abandon,1,abandon,-13.637451171875
abandoned,1,abandoned,-12.547158241271973
abandoning,1,abandoning,-15.524755477905273
abbey,1,abbey,-14.247076988220215
abbot,1,abbot,-13.83016586303711
abbreviation,1,abbreviation,-14.055671691894531
abdallah,4,a_##b_##dal_##lah,-34.91007328033447
abdomen,1,abdomen,-13.820013046264648
abdominal,1,abdominal,-14.526023864746094
abed,2,a_##bed,-21.51724338531494
abel,2,a_##bel,-21.945395469665527
abell,2,a_##bell,-24.78715419769287
abernathys,4,a_##ber_##nath_##ys,-40.42988395690918
aberrant,3,a_##ber_##rant,-26.0746111869812
aberration,3,a_##ber_##ration,-27.114123821258545
aberrations,3,a_##ber_##rations,-28.189401149749756
abetted,3,a_##bet_##ted,-27.61809492111206
abeyance,3,a_##bey_##ance,-28.072685718536377
abhorrent,4,a_##b_##hor_##rent,-29.226993560791016
abide,2,a_##bide,-24.404780387878418
abides,3,a_##bide_##s,-26.291831493377686
abiding,3,a_##bid_##ing,-22.600310802459717
abilene,3,a_##bil_##ene,-28.088616847991943
abilities,1,abilities,-12.636456489562988
ability,1,ability,-11.818541526794434
abjection,3,a_##bject_##ion,-28.158226490020752
ablard,3,a_##bla_##rd,-27.988943576812744
ablation,3,a_##bla_##tion,-25.912919521331787
ablaze,3,a_##bla_##ze,-26.391534328460693
able,1,able,-10.860193252563477
ably,2,a_##bly,-21.598444938659668
abner,2,a_##bner,-22.550909996032715
abo,2,a_##bo,-21.761536598205566
aboard,1,aboard,-14.189423561096191
abode,3,a_##bo_##de,-21.85232448577881
abolish,3,a_##bol_##ish,-21.090904712677002
abolished,1,abolished,-12.818679809570312
abolition,1,abolition,-13.97547435760498
abolitionists,2,abolition_##ists,-25.976990699768066
aborigine,4,a_##bor_##igi_##ne,-29.822800636291504
aborigines,4,a_##bor_##igi_##nes,-27.292654037475586
abortion,1,abortion,-14.042316436767578
abortive,3,a_##bor_##tive,-24.473104000091553
about,1,about,-9.662161827087402
above,1,above,-10.857070922851562
aboveground,2,above_##ground,-23.928699493408203
abra,2,a_##bra,-22.19900608062744
abraham,3,a_##bra_##ham,-26.149604320526123
abreast,3,a_##bre_##ast,-27.79300355911255
abroad,1,abroad,-12.452495574951172
abrogated,3,a_##bro_##gated,-25.08054208755493
abrupt,1,abrupt,-14.210450172424316
abruptly,1,abruptly,-13.106972694396973
abruptness,2,abrupt_##ness,-22.863696098327637
abscissa,4,a_##bs_##cis_##sa,-28.16169309616089
absence,1,absence,-13.826350212097168
absences,2,absence_##s,-22.45574951171875
absent,1,absent,-13.259840965270996
absentee,2,absent_##ee,-26.038496017456055
absently,1,absently,-15.952524185180664
absentmindedly,3,absent_##mind_##edly,-27.3245906829834
absolute,1,absolute,-13.070655822753906
absolutely,1,absolutely,-13.119754791259766
absolution,4,a_##bs_##ol_##ution,-33.4804253578186
absorb,1,absorb,-13.424459457397461
absorbed,1,absorbed,-12.663921356201172
absorbing,1,absorbing,-14.680352210998535
absorption,1,absorption,-14.995904922485352
absorptive,5,a_##bs_##or_##pt_##ive,-34.06585073471069
abstract,1,abstract,-13.050307273864746
abstraction,2,abstract_##ion,-25.104799270629883
abstractions,2,abstract_##ions,-26.60068130493164
abstractly,2,abstract_##ly,-24.9425106048584
abstracts,2,abstract_##s,-20.65162754058838
absurd,1,absurd,-13.645544052124023
absurdities,2,absurd_##ities,-25.7333402633667
absurdity,2,absurd_##ity,-23.814208030700684
absurdly,2,absurd_##ly,-22.78372287750244
abundance,1,abundance,-14.043573379516602
abundant,1,abundant,-13.057344436645508
abundantly,2,abundant_##ly,-23.086910247802734
abuse,1,abuse,-12.568293571472168
abused,1,abused,-14.163015365600586
abuses,1,abuses,-14.619793891906738
abyss,2,a_##byss,-26.048157691955566
academic,1,academic,-13.49988079071045
academically,2,academic_##ally,-23.684611320495605
academies,2,a_##cademies,-26.559866905212402
academy,1,academy,-15.026355743408203
acadia,3,a_##ca_##dia,-31.160351276397705
acala,3,a_##cal_##a,-23.619459629058838
acapulco,4,a_##cap_##ul_##co,-32.038429260253906
accademia,4,a_##cca_##de_##mia,-30.028863430023193
accede,3,a_##cc_##ede,-31.167078495025635
accelerated,1,accelerated,-15.235868453979492
accelerating,4,a_##cc_##ele_##rating,-28.88369369506836
acceleration,1,acceleration,-14.35418701171875
accelerations,2,acceleration_##s,-23.737031936645508
accelerator,2,a_##ccelerator,-25.3190279006958
accelerometer,5,a_##cc_##ele_##rome_##ter,-36.02013397216797
accelerometers,5,a_##cc_##ele_##rome_##ters,-38.62845516204834
accent,1,accent,-13.795132637023926
accented,2,accent_##ed,-22.84470844268799
accentuated,2,accent_##uated,-29.438956260681152
accept,1,accept,-11.924556732177734
acceptability,2,accept_##ability,-27.342294692993164
