word,nr. of tokens,tokens,word score
cosmic,1,cosmic,-14.788572311401367
cosmical,2,cosmic_##al,-28.515563011169434
cosmology,3,co_##smo_##logy,-36.94134712219238
cosmopolitan,2,co_##smopolitan,-27.72290325164795
cosmopolitanism,3,co_##smopolitan_##ism,-37.5855073928833
cosmos,2,co_##smos,-27.44813060760498
cosponsors,4,co_##sp_##ons_##ors,-46.47993278503418
cossack,3,co_##ssa_##ck,-33.04331588745117
cossacks,3,co_##ssa_##cks,-36.91686534881592
cost,1,cost,-12.290327072143555
costaggini,3,costa_##gg_##ini,-37.66512680053711
costing,1,costing,-15.022640228271484
costive,2,cost_##ive,-27.163283348083496
costlier,2,cost_##lier,-27.327921867370605
costly,1,costly,-14.93532943725586
costs,1,costs,-13.218067169189453
costume,1,costume,-13.795698165893555
costumes,1,costumes,-14.525223731994629
cotillion,3,co_##til_##lion,-37.76902484893799
cottage,1,cottage,-13.866995811462402
cottages,1,cottages,-14.087660789489746
cotten,2,co_##tten,-26.826207160949707
cotter,2,co_##tter,-26.147713661193848
cotton,1,cotton,-13.44078540802002
couch,1,couch,-13.014470100402832
couched,2,couch_##ed,-25.69479274749756
couches,2,couch_##es,-25.17598056793213
cough,1,cough,-13.280538558959961
coughing,1,coughing,-14.434581756591797
coughlin,2,cough_##lin,-29.221899032592773
could,1,could,-9.093300819396973
coulomb,3,co_##ulo_##mb,-38.67092418670654
council,1,council,-12.464125633239746
councilwoman,2,council_##woman,-27.852296829223633
counsel,1,counsel,-14.012859344482422
counseling,1,counseling,-14.354631423950195
counselor,1,counselor,-13.974328994750977
counselors,2,counselor_##s,-24.434956550598145
count,1,count,-12.81473159790039
counted,1,counted,-13.125436782836914
countenance,3,count_##enan_##ce,-39.72878074645996
counter,1,counter,-11.54897689819336
counteracted,3,counter_##act_##ed,-35.85387134552002
counterattack,3,counter_##att_##ack,-36.865309715270996
counterchallenge,4,counter_##chal_##len_##ge,-54.332265853881836
counterpart,1,counterpart,-15.26585578918457
counterparts,1,counterparts,-13.846784591674805
counterpoint,2,counter_##point,-27.88629722595215
counterproposal,5,counter_##p_##rop_##osa_##l,-61.81009483337402
counters,1,counters,-15.160238265991211
counties,1,counties,-14.072181701660156
counting,1,counting,-13.839279174804688
countless,1,countless,-14.071593284606934
countries,1,countries,-13.064008712768555
country,1,country,-11.087456703186035
countrymen,2,country_##men,-25.95415496826172
countryside,1,countryside,-14.603209495544434
countrywide,2,country_##wide,-26.62682342529297
counts,1,counts,-13.23071002960205
county,1,county,-12.86945915222168
coup,1,coup,-12.998440742492676
coupe,2,coup_##e,-24.972543716430664
couperin,3,coup_##eri_##n,-34.38483428955078
couple,1,couple,-11.71060562133789
coupled,1,coupled,-14.716734886169434
coupler,2,couple_##r,-23.14597988128662
couplers,2,couple_##rs,-25.11655044555664
couples,1,couples,-13.912720680236816
coupling,1,coupling,-15.397811889648438
coupon,2,coup_##on,-26.835366249084473
courage,1,courage,-12.966606140136719
courageous,2,courage_##ous,-27.92359447479248
courageously,2,courage_##ously,-31.126331329345703
courcy,3,co_##ur_##cy,-37.42792987823486
course,1,course,-12.001934051513672
courses,1,courses,-13.237361907958984
court,1,court,-13.188976287841797
courteous,2,court_##eous,-29.076082229614258
courteously,3,court_##eous_##ly,-37.57639503479004
courtesy,1,courtesy,-14.405200958251953
courthouse,1,courthouse,-14.198619842529297
courtier,2,court_##ier,-27.432125091552734
courting,2,court_##ing,-25.708712577819824
courtroom,1,courtroom,-14.348031997680664
courts,1,courts,-13.902581214904785
courtyard,1,courtyard,-13.5452880859375
cousin,1,cousin,-13.107020378112793
cousins,1,cousins,-14.823975563049316
cove,2,co_##ve,-24.73187255859375
covent,2,co_##vent,-27.914149284362793
coventry,3,co_##vent_##ry,-35.538010597229004
cover,1,cover,-10.913287162780762
coverage,1,coverage,-12.941244125366211
coverall,2,cover_##all,-27.124427795410156
covered,1,covered,-10.975659370422363
covering,1,covering,-13.008721351623535
coverlet,2,cover_##let,-26.557905197143555
covers,1,covers,-11.384068489074707
covington,2,co_##vington,-28.305012702941895
cow,1,cow,-13.138301849365234
coward,1,coward,-13.874874114990234
cowbirds,2,cow_##birds,-28.01357936859131
cowboy,1,cowboy,-14.09823989868164
cowhand,2,cow_##hand,-30.02426242828369
cowling,2,cow_##ling,-26.9405460357666
cowpony,3,cow_##po_##ny,-34.999985694885254
cowpuncher,4,cow_##pu_##nch_##er,-46.84197425842285
cows,1,cows,-13.976043701171875
cox,2,co_##x,-24.987589836120605
coy,2,co_##y,-20.514554023742676
coyness,3,co_##yne_##ss,-37.7835168838501
coyote,2,co_##yote,-28.15693950653076
coyotes,2,co_##yotes,-27.202420234680176
cps,2,c_##ps,-24.08872699737549
cr,2,c_##r,-21.181453704833984
crack,1,crack,-11.753535270690918
cracked,1,cracked,-12.88237190246582
crackers,2,crack_##ers,-25.762337684631348
cracking,1,cracking,-13.783796310424805
crackle,2,crack_##le,-26.15121555328369
crackling,2,crack_##ling,-26.266942977905273
crackpot,2,crack_##pot,-26.078622817993164
crackpots,3,crack_##pot_##s,-31.079452514648438
cradle,1,cradle,-15.451812744140625
cradled,1,cradled,-14.568737983703613
craft,1,craft,-14.124975204467773
crafts,1,crafts,-15.107406616210938
craftsmanship,2,crafts_##manship,-32.392882347106934
craftsmen,2,crafts_##men,-29.747010231018066
crafty,2,craft_##y,-24.070117950439453
craig,3,c_##rai_##g,-36.01694965362549
crammed,3,c_##ram_##med,-35.05815887451172
cramp,3,c_##ram_##p,-31.647647857666016
cramps,3,c_##ram_##ps,-34.607948303222656
crane,1,crane,-13.203234672546387
cranelike,2,crane_##like,-29.532517433166504
cranston,3,c_##ran_##ston,-36.278204917907715
crap,1,crap,-12.350139617919922
crash,1,crash,-12.16876220703125
crashed,1,crashed,-12.430842399597168
crashing,1,crashing,-13.376620292663574
crassest,3,c_##rass_##est,-35.58841037750244
crater,1,crater,-12.3838472366333
cratered,2,crater_##ed,-26.470654487609863
craters,2,crater_##s,-23.628952980041504
crates,2,c_##rates,-24.595749855041504
crave,2,c_##rave,-25.055485725402832
craved,3,c_##rave_##d,-33.06748294830322
crawford,3,c_##raw_##ford,-36.15623760223389
crawl,1,crawl,-14.212478637695312
crawled,1,crawled,-14.134078025817871
crawling,1,crawling,-14.973566055297852
crayons,3,c_##ray_##ons,-33.17756652832031
crazily,3,c_##raz_##ily,-38.80551815032959
crazy,1,crazy,-13.026369094848633
creak,2,c_##reak,-25.23545742034912
creaked,2,c_##reaked,-26.445963859558105
creaking,3,c_##reak_##ing,-33.790146827697754
cream,1,cream,-13.496590614318848
creamer,2,cream_##er,-24.859848022460938
creamy,2,cream_##y,-22.907946586608887
crease,2,c_##rease,-24.999197959899902
creased,2,c_##reased,-26.90952777862549
create,1,create,-12.14451789855957
created,1,created,-12.059264183044434
creates,1,creates,-13.421523094177246
