word,nr. of tokens,tokens,word score
hals,2,ha_##ls,-17.58516025543213
halt,1,halt,-11.68429946899414
halted,1,halted,-13.836977005004883
halts,2,halt_##s,-13.997579574584961
halves,1,halves,-13.624958992004395
ham,2,ha_##m,-4.660697937011719
hamburger,3,ha_##mb_##urger,-0.023136138916015625
hamilton,3,ha_##mi_##lton,-12.88818073272705
hamlet,1,hamlet,-12.970342636108398
hamm,2,ha_##mm,-12.05418872833252
hammarskjold,5,ha_##mma_##rsk_##jo_##ld,-28.510241985321045
hammer,1,hammer,-13.13187313079834
hammered,2,hammer_##ed,-7.112648010253906
hammett,3,ha_##mme_##tt,-19.20145893096924
hammons,3,ha_##mm_##ons,-14.490681648254395
hamper,2,ha_##mper,-8.876070976257324
hampered,1,hampered,-15.04810619354248
hampers,3,ha_##mper_##s,-11.338383674621582
hampshire,3,ha_##mps_##hire,-14.047379493713379
hamrick,3,ha_##m_##rick,-15.640915870666504
han,2,ha_##n,-11.447186470031738
hanch,2,ha_##nch,-25.17269992828369
hancock,3,ha_##nco_##ck,-18.69084596633911
hand,1,hand,-9.875387191772461
handbooks,2,hand_##books,-11.447177410125732
handclasp,3,hand_##c_##lasp,-3.416813850402832
handed,1,handed,-12.017280578613281
handful,1,handful,-11.854785919189453
handicap,3,hand_##ica_##p,-0.8024616241455078
handier,2,hand_##ier,-14.003114700317383
handing,1,handing,-15.273191452026367
handkerchief,1,handkerchief,-13.271621704101562
handle,1,handle,-10.76965618133545
handled,1,handled,-11.667917251586914
handler,2,handle_##r,-9.746944427490234
handlers,2,handle_##rs,-9.630974292755127
handles,1,handles,-13.643708229064941
handley,2,handle_##y,-18.3299241065979
handling,1,handling,-13.244283676147461
handmade,2,hand_##made,-8.644686698913574
handmaiden,3,hand_##ma_##iden,-1.562760353088379
hands,1,hands,-10.987190246582031
handsome,1,handsome,-9.72533130645752
handsomer,2,handsome_##r,-11.236786842346191
handsomest,2,handsome_##st,-11.864752769470215
handstand,3,hands_##tan_##d,-2.9071292877197266
handstands,3,hands_##tan_##ds,-5.165910720825195
handwriting,1,handwriting,-16.253389358520508
handy,1,handy,-12.809553146362305
haney,2,ha_##ney,-23.136210441589355
hanford,3,ha_##n_##ford,-19.93253993988037
hang,1,hang,-10.796570777893066
hangars,2,hangar_##s,-15.732044696807861
hanged,1,hanged,-11.540888786315918
hangers,2,hang_##ers,-13.98057508468628
hanging,1,hanging,-11.89687728881836
hangouts,2,hang_##outs,-11.471759796142578
hangover,2,hang_##over,-5.086277961730957
hank,2,ha_##nk,-10.288092136383057
hankered,3,ha_##nk_##ered,-3.0127573013305664
hanover,3,ha_##nov_##er,-27.11683940887451
hanoverian,4,ha_##nov_##eria_##n,-26.911406993865967
hans,2,ha_##ns,-14.930765151977539
hansen,3,ha_##nse_##n,-18.018333435058594
hap,2,ha_##p,-8.70167350769043
haphazard,3,ha_##pha_##zard,-0.000949859619140625
hapless,3,ha_##ples_##s,-0.10601043701171875
happen,1,happen,-10.63141918182373
happened,1,happened,-11.68407154083252
happening,1,happening,-12.351969718933105
happenings,2,happening_##s,-16.795040607452393
happens,1,happens,-11.489285469055176
happenstance,3,happens_##tan_##ce,-0.8402328491210938
happier,1,happier,-14.417457580566406
happiest,3,ha_##pp_##iest,-0.30713653564453125
happily,1,happily,-10.732912063598633
happiness,1,happiness,-10.225276947021484
happy,1,happy,-7.796751499176025
haqvin,3,ha_##q_##vin,-24.38511848449707
haranguing,3,ha_##rang_##uing,-1.809316635131836
harass,2,ha_##rass,-11.84448766708374
harassed,2,ha_##rassed,-5.658134460449219
harbor,1,harbor,-11.47832202911377
harbored,2,harbor_##ed,-10.301643371582031
harbors,2,harbor_##s,-14.600125312805176
hard,1,hard,-8.030132293701172
harden,2,hard_##en,-14.867435455322266
hardened,1,hardened,-10.194343566894531
hardener,2,hard_##ener,-14.888336181640625
harder,1,harder,-12.67222785949707
hardest,1,hardest,-14.345163345336914
hardly,1,hardly,-12.289620399475098
hardship,2,hard_##ship,-4.487975597381592
hardships,2,hard_##ships,-8.676472663879395
hardtack,3,hard_##ta_##ck,-1.0358695983886719
hardware,1,hardware,-12.78952407836914
hardwoods,2,hardwood_##s,-14.077964782714844
hardworking,2,hard_##working,-5.295748233795166
hardy,2,hard_##y,-7.959641456604004
hare,2,ha_##re,-8.247577667236328
harelips,4,ha_##rel_##ip_##s,-13.33787202835083
harlem,3,ha_##rle_##m,-21.266630172729492
harm,1,harm,-10.348115921020508
harmed,2,harm_##ed,-8.943284511566162
harmful,1,harmful,-12.21759033203125
harmless,1,harmless,-6.994363784790039
harmlessly,2,harmless_##ly,-11.407943725585938
harmonies,2,harm_##onies,-11.257345199584961
harmony,1,harmony,-10.289294242858887
harness,1,harness,-13.289406776428223
harnessed,2,harness_##ed,-7.714908599853516
harold,3,ha_##rol_##d,-6.980940818786621
harp,1,harp,-14.02425765991211
harper,2,harp_##er,-14.781483173370361
harpers,2,harp_##ers,-15.52057695388794
harried,2,ha_##rried,-5.847182750701904
harriet,3,ha_##rrie_##t,-21.767882823944092
harrington,3,ha_##rring_##ton,-15.631693840026855
harris,3,ha_##rri_##s,-20.273598194122314
harrison,3,ha_##rri_##son,-14.484930515289307
harrow,2,ha_##rrow,-8.839082717895508
harry,2,ha_##rry,-12.015544891357422
harsh,1,harsh,-9.512882232666016
harsher,2,harsh_##er,-5.818840503692627
harshly,1,harshly,-12.025725364685059
hart,2,ha_##rt,-10.164158344268799
hartley,3,ha_##rt_##ley,-10.769958019256592
hartman,3,ha_##rt_##man,-12.980306625366211
hartsfield,3,ha_##rts_##field,-18.59951877593994
hartweger,4,ha_##rt_##we_##ger,-13.919270992279053
harvard,3,ha_##rva_##rd,-15.724267959594727
harvest,1,harvest,-12.79172134399414
harvesting,1,harvesting,-14.155099868774414
harvey,3,ha_##rve_##y,-9.729850769042969
has,1,has,-8.676324844360352
haskins,2,has_##kins,-18.757519721984863
hasseltine,3,has_##sel_##tine,-13.156028747558594
haste,2,has_##te,-2.979524612426758
hasten,2,has_##ten,-8.50430679321289
hastened,3,has_##ten_##ed,-0.9840688705444336
hastening,3,has_##ten_##ing,-3.113616943359375
hastily,1,hastily,-13.536760330200195
hasty,2,has_##ty,-4.990076065063477
hat,1,hat,-13.037395477294922
hatch,1,hatch,-12.421175003051758
hatchet,2,hatch_##et,-4.9550323486328125
hatching,2,hatch_##ing,-11.013105392456055
hatchway,2,hatch_##way,-12.850216388702393
hate,1,hate,-10.359064102172852
hated,1,hated,-11.322507858276367
hateful,2,hate_##ful,-4.544652938842773
hates,1,hates,-12.016636848449707
hatfield,2,hat_##field,-19.759166717529297
hath,2,hat_##h,-11.186216354370117
hatred,1,hatred,-10.95047664642334
hats,1,hats,-15.228872299194336
hattie,2,hat_##tie,-11.160091400146484
haughtiness,3,ha_##ught_##iness,-0.60992431640625
haughty,2,ha_##ughty,-6.523568153381348
haul,1,haul,-13.134124755859375
haulage,2,haul_##age,-12.862456321716309
hauled,1,hauled,-15.585168838500977
hauling,1,hauling,-17.442506790161133
hauls,2,haul_##s,-12.652555465698242
haunches,3,ha_##unch_##es,-3.0480127334594727
haunt,2,ha_##unt,-6.340723037719727
haunted,1,haunted,-11.416613578796387
haunting,1,haunting,-13.26408576965332
havana,2,ha_##vana,-18.453064441680908
have,1,have,-8.210227012634277
haven,1,haven,-10.206612586975098
haverfield,3,have_##rf_##ield,-16.46425151824951
havilland,3,ha_##villa_##nd,-20.109646320343018
having,1,having,-11.427894592285156
havoc,2,ha_##voc,-3.9735898971557617
hawaiian,3,ha_##wai_##ian,-12.548421859741211
hawk,1,hawk,-12.8123197555542
hay,1,hay,-13.773423194885254
haydn,2,hay_##dn,-16.656743049621582
haying,2,hay_##ing,-15.133798122406006
hays,2,hay_##s,-15.98470163345337
hayward,2,hay_##ward,-19.89252233505249
hazard,1,hazard,-11.887819290161133
hazardous,1,hazardous,-12.695160865783691
hazards,1,hazards,-13.433465957641602
haze,1,haze,-15.25227165222168
hazel,2,haze_##l,-6.46204137802124
hazlitt,4,ha_##z_##lit_##t,-10.322808265686035
hazy,2,ha_##zy,-5.984173774719238
he,1,he,-6.058291912078857
head,1,head,-9.532927513122559
headache,1,headache,-13.965705871582031
headaches,2,headache_##s,-7.686432361602783
headed,1,headed,-11.876470565795898
heading,1,heading,-12.808880805969238
headless,2,head_##less,-10.989147186279297
headlights,1,headlights,-18.136375427246094
headline,1,headline,-13.426491737365723
headlines,1,headlines,-15.415811538696289
headquarter,3,head_##qua_##rter,-1.331101417541504
headquarters,1,headquarters,-14.171188354492188
heads,1,heads,-11.610467910766602
headsman,2,heads_##man,-17.228132247924805
heady,2,head_##y,-7.166038990020752
heal,1,heal,-10.271571159362793
healed,1,healed,-10.838191032409668
healer,1,healer,-10.437576293945312
healing,1,healing,-9.44309139251709
health,1,health,-10.04599380493164
healthful,2,health_##ful,-10.448233604431152
healthily,2,health_##ily,-12.775211811065674
healthy,1,healthy,-9.49277400970459
heap,1,heap,-12.116381645202637
heaped,2,heap_##ed,-10.795694351196289
hear,1,hear,-9.348015785217285
heard,1,heard,-8.708993911743164
hearing,1,hearing,-12.04997444152832
hearings,1,hearings,-15.422615051269531
hearn,2,hear_##n,-18.21796989440918
hears,1,hears,-12.551797866821289
hearst,2,hears_##t,-19.105891227722168
heart,1,heart,-8.786029815673828
heartbeat,1,heartbeat,-12.27182674407959
heartening,2,heart_##ening,-11.140303134918213
heartfelt,3,heart_##fe_##lt,-0.03742408752441406
heartily,2,heart_##ily,-11.959398746490479
hearts,1,hearts,-10.314577102661133
hearty,2,heart_##y,-7.8037190437316895
heat,1,heat,-12.308794021606445
heated,1,heated,-14.06267261505127
heater,2,heat_##er,-11.056657791137695
heating,1,heating,-16.83945655822754
heaved,1,heaved,-16.04949378967285
heaven,1,heaven,-8.055395126342773
heavenly,1,heavenly,-10.294981956481934
heavens,1,heavens,-11.635299682617188
heavenward,2,heaven_##ward,-7.949271202087402
heavier,1,heavier,-14.465596199035645
heavily,1,heavily,-12.922025680541992
heaviness,3,he_##avi_##ness,-0.8751363754272461
heaving,1,heaving,-15.807882308959961
heavy,1,heavy,-10.109628677368164
hebephrenic,5,he_##be_##ph_##ren_##ic,-6.691035270690918
hebrew,3,he_##bre_##w,-20.686126232147217
hector,2,he_##ctor,-14.878500938415527
hedda,3,he_##dd_##a,-8.355759620666504
hedge,1,hedge,-10.554268836975098
hedison,3,he_##dis_##on,-15.636984825134277
heed,2,he_##ed,-9.02729845046997
heeded,3,he_##ede_##d,-1.7784366607666016
heel,1,heel,-11.53605842590332
heels,1,heels,-14.679754257202148
hefted,2,he_##fted,-15.388758659362793
hefty,2,he_##fty,-9.426745414733887
hegelian,3,he_##gel_##ian,-13.835149765014648
hegemony,3,he_##ge_##mony,-0.8854026794433594
heidenstam,4,he_##iden_##sta_##m,-13.929744720458984
height,1,height,-14.28433609008789
heighten,2,height_##en,-10.057041645050049
heightened,1,heightened,-14.615317344665527
heightening,2,height_##ening,-9.796554565429688
heights,1,heights,-14.851470947265625
heilman,3,he_##il_##man,-20.622745990753174
heine,2,he_##ine,-15.253937721252441
heinkel,3,he_##ink_##el,-11.975049018859863
heinze,3,he_##in_##ze,-26.76700496673584
heir,1,heir,-10.44448184967041
heiser,2,he_##iser,-18.584564208984375
heitschmidt,5,he_##its_##ch_##mi_##dt,-7.7602386474609375
held,1,held,-8.61755084991455
helen,2,he_##len,-21.259174346923828
helicopter,1,helicopter,-13.532425880432129
helion,2,he_##lion,-15.805716514587402
helium,2,he_##lium,-7.082422733306885
hell,1,hell,-7.927309036254883
hellenic,3,hell_##eni_##c,-13.74917221069336
hello,1,hello,-9.209087371826172
helm,1,helm,-13.992921829223633
helmsman,2,helm_##sman,-3.7417688369750977
help,1,help,-8.102651596069336
helped,1,helped,-10.833295822143555
helper,2,help_##er,-7.689496040344238
helpful,1,helpful,-9.99278450012207
helpfully,2,helpful_##ly,-12.154202461242676
helping,1,helping,-10.295915603637695
helpless,1,helpless,-9.07874870300293
helplessly,2,helpless_##ly,-13.182075023651123
helplessness,2,helpless_##ness,-5.496163845062256
helps,1,helps,-12.096271514892578
helva,3,he_##l_##va,-10.467183589935303
hemisphere,1,hemisphere,-14.570352554321289
hemispherical,4,hem_##is_##pheric_##al,-0.1264963150024414
hemmed,2,hem_##med,-7.678591728210449
hemming,2,hem_##ming,-8.226304054260254
hemorrhage,4,hem_##or_##r_##hage,-0.0005931854248046875
hemorrhaging,5,hem_##or_##r_##ha_##ging,-0.12757492065429688
