word,nr. of tokens,tokens,word score
purposed,2,purpose_##d,-22.543392181396484
purposefully,2,purpose_##fully,-22.372118949890137
purposeless,2,purpose_##less,-23.01339626312256
purposely,2,purpose_##ly,-22.242938995361328
purposes,1,purposes,-12.261009216308594
purposive,4,pu_##rp_##os_##ive,-16.05128288269043
purposively,4,pu_##rp_##os_##ively,-17.48788356781006
purring,2,pu_##rring,-29.316885948181152
purse,1,purse,-13.125116348266602
pursed,1,pursed,-13.850212097167969
pursue,1,pursue,-12.744253158569336
pursued,1,pursued,-13.122443199157715
pursuer,2,pursue_##r,-19.15372371673584
pursuers,2,pursue_##rs,-19.70741891860962
pursuing,1,pursuing,-13.398628234863281
pursuit,1,pursuit,-14.408134460449219
pursuits,1,pursuits,-14.402541160583496
purvis,3,pu_##r_##vis,-33.525346755981445
push,1,push,-12.346187591552734
pushed,1,pushed,-12.223642349243164
pushers,2,push_##ers,-24.210735321044922
pushes,1,pushes,-13.956847190856934
pushing,1,pushing,-13.550244331359863
pushup,2,push_##up,-21.0110445022583
pussy,2,pu_##ssy,-29.197632789611816
put,1,put,-11.1956787109375
puts,1,puts,-13.397954940795898
putt,2,put_##t,-17.905386924743652
putter,2,put_##ter,-18.377902030944824
puttering,2,put_##tering,-25.218297004699707
putting,1,putting,-12.901973724365234
putty,2,put_##ty,-18.218554496765137
puzzle,1,puzzle,-13.750723838806152
puzzled,1,puzzled,-14.195049285888672
puzzler,2,puzzle_##r,-22.96492862701416
puzzling,2,pu_##zzling,-24.600784301757812
pvt,3,p_##v_##t,-19.61451530456543
pyknotic,4,p_##yk_##not_##ic,-23.956130981445312
pyramid,1,pyramid,-14.75686264038086
pyrex,3,p_##yre_##x,-21.138648986816406
pyrometer,3,p_##yr_##ometer,-20.547725677490234
pyschiatrist,5,p_##ys_##chia_##tri_##st,-31.228272438049316
python,3,p_##yt_##hon,-10.605850219726562
q,1,q,-11.186145782470703
qua,2,q_##ua,-21.40553855895996
quack,3,q_##ua_##ck,-19.33168888092041
quackery,4,q_##ua_##cker_##y,-16.388656616210938
quadrennial,4,q_##uad_##ren_##nial,-13.319881439208984
quadrillion,4,q_##uad_##rill_##ion,-12.260847091674805
quadripartite,5,q_##uad_##rip_##art_##ite,-7.411141395568848
quadrupled,4,q_##uad_##rup_##led,-8.347834587097168
quaint,3,q_##ua_##int,-22.793201446533203
quake,3,q_##ua_##ke,-23.690580368041992
quakers,3,q_##ua_##kers,-27.114709854125977
qualification,1,qualification,-14.243856430053711
qualifications,1,qualifications,-14.07731819152832
qualified,1,qualified,-12.081524848937988
qualify,1,qualify,-12.920063018798828
qualitative,3,q_##ual_##itative,-14.735868453979492
qualities,1,qualities,-13.109284400939941
quality,1,quality,-12.235278129577637
quam,3,q_##ua_##m,-14.776501655578613
quantitative,1,quantitative,-15.130369186401367
quantities,1,quantities,-13.818031311035156
quantity,1,quantity,-14.160161972045898
quantum,1,quantum,-14.381831169128418
quarrel,3,q_##ua_##rrel,-21.40016269683838
quarreled,4,q_##ua_##rrel_##ed,-12.521778106689453
quarreling,4,q_##ua_##rrel_##ing,-12.390289306640625
quarrels,4,q_##ua_##rrel_##s,-11.851935386657715
quarrelsome,4,q_##ua_##rrel_##some,-14.872637748718262
quarry,1,quarry,-14.487386703491211
quarter,1,quarter,-12.069018363952637
quarterback,1,quarterback,-14.239916801452637
quarterly,1,quarterly,-15.39145565032959
quarters,1,quarters,-14.254497528076172
quartet,1,quartet,-13.997701644897461
quasimodo,3,quasi_##mo_##do,-35.18757247924805
quavering,3,q_##ua_##vering,-23.697141647338867
queasiness,3,que_##asi_##ness,-13.635562896728516
quebec,3,que_##be_##c,-31.02822971343994
queen,1,queen,-12.896778106689453
queens,2,queen_##s,-24.825722694396973
queer,2,que_##er,-21.363764762878418
queerer,2,que_##erer,-31.56478500366211
queerest,3,que_##ere_##st,-19.861464500427246
quenching,3,que_##nch_##ing,-17.358993530273438
queried,2,que_##ried,-15.019429206848145
queries,2,que_##ries,-14.28128719329834
querulous,3,que_##ru_##lous,-15.800421714782715
querulously,4,que_##ru_##lous_##ly,-10.550409317016602
quest,1,quest,-13.36748218536377
question,1,question,-11.70711898803711
questionable,1,questionable,-14.217891693115234
questionaire,2,question_##aire,-26.41947650909424
questioned,1,questioned,-13.691250801086426
questioning,1,questioning,-14.757150650024414
questionnaire,2,question_##naire,-14.973976135253906
questionnaires,3,question_##naire_##s,-13.557862281799316
questions,1,questions,-12.530744552612305
quetzal,3,que_##tz_##al,-21.236833572387695
qui,2,q_##ui,-17.621088981628418
quibble,3,q_##ui_##bble,-23.400297164916992
quibs,3,q_##ui_##bs,-24.608643531799316
quick,1,quick,-11.518773078918457
quickening,2,quick_##ening,-20.3602557182312
quicker,1,quicker,-14.665197372436523
quickly,1,quickly,-12.082710266113281
quiescent,4,q_##ui_##es_##cent,-20.147038459777832
quiet,1,quiet,-12.189787864685059
quieted,2,quiet_##ed,-22.110210418701172
quieter,2,quiet_##er,-19.76596450805664
quietism,2,quiet_##ism,-31.264789581298828
quietist,2,quiet_##ist,-32.70012187957764
quietly,1,quietly,-13.057448387145996
quietness,2,quiet_##ness,-19.424842834472656
quill,3,q_##uil_##l,-13.962985038757324
quince,3,q_##uin_##ce,-13.806866645812988
quiney,3,q_##uin_##ey,-21.19215679168701
quint,3,q_##uin_##t,-15.358001708984375
quintet,2,q_##uintet,-22.139591217041016
quintillion,4,q_##uin_##til_##lion,-17.744868278503418
quirinal,4,q_##ui_##rina_##l,-21.504756927490234
quirt,3,q_##ui_##rt,-26.948315620422363
quit,1,quit,-12.533843040466309
quite,1,quite,-11.88779354095459
quivered,3,q_##ui_##vered,-20.14505958557129
quivering,3,q_##ui_##vering,-20.345260620117188
quivers,3,q_##ui_##vers,-20.06595230102539
quixotic,4,q_##ui_##x_##otic,-19.002795219421387
quiz,2,q_##uiz,-19.101253509521484
quizzical,4,q_##uiz_##zi_##cal,-5.468235015869141
quo,2,q_##uo,-16.99403476715088
quota,1,quota,-13.573310852050781
quotas,2,quota_##s,-18.901516914367676
quotation,2,quota_##tion,-12.681352615356445
quote,1,quote,-14.150479316711426
quoted,1,quoted,-13.710240364074707
quotes,1,quotes,-13.499082565307617
r,1,r,-9.648049354553223
rabaul,3,r_##aba_##ul,-25.170523643493652
rabbeting,4,r_##ab_##bet_##ing,-25.818541049957275
rabbi,1,rabbi,-13.967880249023438
rabbit,1,rabbit,-14.309749603271484
rabbits,1,rabbits,-14.097378730773926
rabble,3,r_##ab_##ble,-13.067578315734863
rabies,3,r_##abi_##es,-13.220260620117188
race,1,race,-12.39710521697998
raced,1,raced,-13.157551765441895
racers,2,racer_##s,-18.659570693969727
races,1,races,-12.702381134033203
rachel,3,r_##ache_##l,-29.73719358444214
racial,1,racial,-14.443535804748535
racing,1,racing,-13.003399848937988
racists,2,racist_##s,-24.473770141601562
rack,1,rack,-13.139698028564453
racked,2,rack_##ed,-21.053876876831055
racket,2,rack_##et,-22.031909942626953
racketeers,3,rack_##ete_##ers,-18.98740577697754
rackety,2,rack_##ety,-22.535338401794434
rackmil,3,rack_##mi_##l,-27.3838791847229
radar,1,radar,-12.762263298034668
radiance,3,r_##adia_##nce,-6.266410827636719
radiate,3,r_##adia_##te,-10.590694904327393
radiated,1,radiated,-15.49296760559082
radiation,1,radiation,-12.554192543029785
radiator,3,r_##adia_##tor,-9.33430528640747
radiators,3,r_##adia_##tors,-11.086979866027832
radic,3,r_##adi_##c,-22.05009651184082
radical,1,radical,-13.26453971862793
radicalism,2,radical_##ism,-18.08113718032837
radically,2,radical_##ly,-21.355294227600098
radicals,2,radical_##s,-20.566739082336426
radio,1,radio,-12.15146541595459
radioactive,1,radioactive,-14.064958572387695
radioactivity,3,radio_##act_##ivity,-9.043159484863281
radiochlorine,4,radio_##ch_##lor_##ine,-20.733978271484375
radioed,2,radio_##ed,-22.124917030334473
radiopasteurization,5,radio_##pas_##te_##uri_##zation,-19.031302452087402
radios,1,radios,-14.473941802978516
radiosterilization,3,radios_##ter_##ilization,-33.71814250946045
radish,3,r_##adi_##sh,-19.09382438659668
raf,2,r_##af,-18.730632305145264
raft,2,r_##aft,-16.412094116210938
rafter,3,r_##aft_##er,-24.345247268676758
rag,1,rag,-14.202203750610352
rage,1,rage,-13.337703704833984
raged,2,rage_##d,-24.06818962097168
rages,2,rage_##s,-25.940972328186035
ragged,1,ragged,-14.234683990478516
rags,2,rag_##s,-22.179428100585938
raid,1,raid,-13.627435684204102
raided,1,raided,-14.375186920166016
raids,1,raids,-14.32697868347168
rail,1,rail,-14.380556106567383
railing,1,railing,-15.012128829956055
railroad,1,railroad,-13.496886253356934
railroading,2,railroad_##ing,-22.111637115478516
railroads,1,railroads,-14.690025329589844
rails,1,rails,-15.161903381347656
railway,1,railway,-12.742820739746094
rain,1,rain,-12.609847068786621
rainbow,1,rainbow,-13.656196594238281
raincoats,3,rain_##coat_##s,-21.159334182739258
