word,nr. of tokens,tokens,word score
lauren,2,la_##uren,-23.072906494140625
lauro,2,la_##uro,-23.478776931762695
lautner,3,la_##ut_##ner,-29.357436180114746
lava,1,lava,-12.549793243408203
lavatory,2,lava_##tory,-23.593591690063477
lavender,2,la_##vender,-23.8634672164917
lavishing,2,lavish_##ing,-17.69650173187256
lavishly,2,lavish_##ly,-17.644193172454834
law,1,law,-5.4279303550720215
lawful,2,law_##ful,-14.917232513427734
lawmaking,2,law_##making,-19.301172733306885
lawman,2,law_##man,-16.688844203948975
lawmen,2,law_##men,-17.62290048599243
lawn,1,lawn,-14.270812034606934
lawns,2,lawn_##s,-17.37728261947632
lawrence,3,law_##ren_##ce,-26.36972141265869
laws,1,laws,-7.672092437744141
lawyer,1,lawyer,-8.788910865783691
lawyers,1,lawyers,-11.680429458618164
lax,2,la_##x,-20.1010160446167
laxative,3,la_##xa_##tive,-35.411375999450684
laxness,3,la_##x_##ness,-24.393205165863037
lay,1,lay,-10.549732208251953
layer,1,layer,-12.421865463256836
layering,2,layer_##ing,-19.40641212463379
layers,1,layers,-14.032190322875977
layette,2,lay_##ette,-22.130868911743164
laying,1,laying,-14.454505920410156
layman,2,lay_##man,-19.187561988830566
layoffs,2,lay_##offs,-23.81263256072998
layout,1,layout,-14.210363388061523
lays,1,lays,-13.47390079498291
lazy,1,lazy,-11.282288551330566
lb,1,lb,-14.167356491088867
lbs,1,lbs,-15.261225700378418
le,1,le,-12.04399585723877
lead,1,lead,-9.715010643005371
leaded,2,lead_##ed,-15.411701679229736
leader,1,leader,-9.752063751220703
leaders,1,leaders,-12.048683166503906
leadership,1,leadership,-11.143474578857422
leading,1,leading,-12.502620697021484
leads,1,leads,-12.798341751098633
leaf,1,leaf,-10.837457656860352
leafiest,2,leaf_##iest,-21.585171699523926
leaflet,2,leaf_##let,-22.88784694671631
leaflets,2,leaf_##lets,-23.124290466308594
leafmold,3,leaf_##mo_##ld,-36.43612575531006
league,1,league,-12.217558860778809
leaguers,2,league_##rs,-21.235857009887695
leagues,1,leagues,-14.265026092529297
leaked,1,leaked,-13.923871994018555
leaks,2,leak_##s,-14.334910869598389
leaky,2,leak_##y,-15.75669002532959
leale,2,le_##ale,-21.83538246154785
leamington,4,le_##ami_##ng_##ton,-40.18860721588135
lean,1,lean,-12.56552505493164
leaned,1,leaned,-14.364073753356934
leaning,1,leaning,-14.403085708618164
leans,1,leans,-16.179956436157227
leap,1,leap,-12.377269744873047
leaped,1,leaped,-14.750038146972656
leapfrog,3,leap_##f_##rog,-32.194899559020996
leaps,2,leap_##s,-14.58650255203247
leapt,1,leapt,-14.080387115478516
lear,2,le_##ar,-19.387325286865234
learn,1,learn,-10.644403457641602
learned,1,learned,-9.394906997680664
learners,2,learn_##ers,-17.935797691345215
learning,1,learning,-10.960441589355469
learns,1,learns,-11.947404861450195
lease,1,lease,-9.96275520324707
leased,1,leased,-12.615062713623047
leases,2,lease_##s,-14.622894763946533
least,1,least,-13.708303451538086
leather,1,leather,-11.652003288269043
leathers,2,leather_##s,-14.533442974090576
leave,1,leave,-10.47891616821289
leavened,2,leave_##ned,-19.893254280090332
leaves,1,leaves,-12.696809768676758
leaving,1,leaving,-10.681023597717285
leavitt,3,le_##avi_##tt,-30.741951942443848
lecky,2,le_##cky,-24.42001438140869
leclair,3,le_##c_##lair,-32.13634777069092
lecture,1,lecture,-14.974753379821777
lecturer,1,lecturer,-15.418840408325195
lectures,1,lectures,-15.708913803100586
lecturing,3,le_##ct_##uring,-32.52571201324463
led,1,led,-10.714797019958496
ledford,2,led_##ford,-23.510284423828125
ledge,1,ledge,-11.4659423828125
ledger,2,ledge_##r,-16.876251220703125
ledgers,2,ledge_##rs,-19.202502250671387
ledoux,2,led_##oux,-23.612468719482422
lee,2,le_##e,-16.73091459274292
