word,nr. of tokens,tokens,word score
lauren,2,la_uren,-11.495525360107422
lauro,3,l_au_ro,-14.389533996582031
lautner,3,l_aut_ner,-16.914813995361328
lava,2,l_ava,-10.593833923339844
lavatory,2,lav_atory,-14.57083511352539
lavender,2,lav_ender,-9.295978546142578
lavishing,2,lav_ishing,-18.29956817626953
lavishly,2,lav_ishly,-18.561504364013672
law,1,law,-8.088851928710938
lawful,2,law_ful,-11.156900405883789
lawmaking,2,law_making,-15.263130187988281
lawman,2,law_man,-14.9169921875
lawmen,2,law_men,-16.34367561340332
lawn,2,l_awn,-10.909957885742188
lawns,3,l_awn_s,-15.608776092529297
lawrence,2,law_rence,-13.509323120117188
laws,1,laws,-11.309856414794922
lawyer,2,law_yer,-10.318822860717773
lawyers,2,law_yers,-11.530500411987305
lax,2,l_ax,-10.253623962402344
laxative,3,l_ax_ative,-13.39535903930664
laxness,3,l_ax_ness,-14.18691635131836
lay,1,lay,-9.40829849243164
layer,1,layer,-11.419849395751953
layering,2,lay_ering,-11.71518325805664
layers,2,l_ayers,-11.939750671386719
layette,2,lay_ette,-18.747310638427734
laying,2,l_aying,-11.839691162109375
layman,2,lay_man,-12.774906158447266
layoffs,2,lay_offs,-15.663211822509766
layout,1,layout,-11.499759674072266
lays,2,l_ays,-13.738868713378906
lazy,2,l_azy,-8.935966491699219
lb,1,lb,-11.425800323486328
lbs,1,lbs,-12.70785140991211
le,1,le,-6.755092620849609
lead,1,lead,-8.945159912109375
leaded,2,le_aded,-15.368175506591797
leader,1,leader,-9.785419464111328
leaders,1,leaders,-10.542648315429688
leadership,2,leaders_hip,-10.596195220947266
leading,1,leading,-9.92977523803711
leads,2,le_ads,-12.534053802490234
leaf,1,leaf,-9.394721984863281
leafiest,2,leaf_iest,-20.414718627929688
leaflet,2,leaf_let,-13.331596374511719
leaflets,2,leaf_lets,-15.978569030761719
leafmold,3,leaf_m_old,-21.843429565429688
league,1,league,-10.088203430175781
leaguers,3,le_agu_ers,-16.59095287322998
leagues,2,le_agues,-14.747264862060547
leaked,2,le_aked,-12.75094985961914
leaks,2,le_aks,-12.44277572631836
leaky,2,le_aky,-12.395549774169922
leale,2,le_ale,-18.706668853759766
leamington,3,le_aming_ton,-19.27367401123047
lean,1,lean,-9.435848236083984
leaned,2,lean_ed,-17.400131225585938
leaning,1,leaning,-11.378108978271484
leans,1,leans,-12.576622009277344
leap,2,le_ap,-9.913127899169922
leaped,2,le_aped,-15.704021453857422
leapfrog,3,le_ap_frog,-11.294418334960938
leaps,2,le_aps,-14.399356842041016
leapt,2,le_apt,-14.825565338134766
lear,1,lear,-10.664630889892578
learn,1,learn,-8.88968276977539
learned,2,learn_ed,-9.82315444946289
learners,2,learn_ers,-14.62628173828125
learning,1,learning,-8.440937042236328
learns,2,learn_s,-13.96478271484375
lease,1,lease,-11.327510833740234
leased,1,leased,-12.683757781982422
leases,1,leases,-14.788204193115234
least,2,le_ast,-10.753398895263672
leather,2,le_ather,-9.349246978759766
leathers,3,le_ather_s,-14.549919128417969
leave,1,leave,-10.02231216430664
leavened,3,le_aven_ed,-14.56332015991211
leaves,2,le_aves,-11.818843841552734
leaving,2,le_aving,-11.83639144897461
leavitt,3,le_av_itt,-16.532297134399414
lecky,2,leck_y,-14.19009017944336
leclair,2,le_clair,-18.307056427001953
lecture,2,lect_ure,-10.156681060791016
lecturer,2,lect_urer,-12.653736114501953
lectures,2,lect_ures,-11.926143646240234
lecturing,2,lect_uring,-13.48514175415039
led,1,led,-9.341922760009766
ledford,2,led_ford,-18.72942352294922
ledge,1,ledge,-11.1898193359375
ledger,2,led_ger,-11.115653991699219
ledgers,2,led_gers,-13.93886947631836
ledoux,2,led_oux,-18.20416259765625
lee,1,lee,-10.728263854980469
leered,2,le_ered,-15.963207244873047
leesona,2,lees_ona,-22.690643310546875
leet,2,le_et,-11.77810287475586
leeway,2,le_eway,-13.379619598388672
left,1,left,-7.730560302734375
lefty,2,left_y,-10.442123413085938
leg,1,leg,-7.575641632080078
legacies,2,leg_acies,-13.752601623535156
legacy,2,leg_acy,-9.945327758789062
legal,1,legal,-8.415332794189453
legality,2,leg_ality,-12.575248718261719
legalized,2,legal_ized,-11.82529067993164
legation,2,leg_ation,-15.437847137451172
legations,2,leg_ations,-17.8553466796875
legend,2,leg_end,-9.568313598632812
legendary,3,leg_end_ary,-10.793020844459534
legends,2,leg_ends,-11.822906494140625
legged,1,legged,-11.468212127685547
leggings,3,le_gg_ings,-11.690589904785156
legion,2,leg_ion,-10.635490417480469
legislate,3,leg_isl_ate,-14.80317497253418
