word,nr. of tokens,tokens,word score
purposed,2,pur_posed,-22.73285675048828
purposefully,2,purpose_fully,-21.06116485595703
purposeless,2,purpose_less,-20.99420166015625
purposely,2,purpose_ly,-20.957069396972656
purposes,2,pur_poses,-21.55606460571289
purposive,3,pur_pos_ive,-23.726119995117188
purposively,3,pur_pos_ively,-25.667461395263672
purring,2,pur_ring,-21.724014282226562
purse,2,p_urse,-18.075939178466797
pursed,2,p_ursed,-22.053638458251953
pursue,3,p_urs_ue,-18.062808990478516
pursued,3,p_urs_ued,-19.30812644958496
pursuer,3,p_urs_uer,-19.48503875732422
pursuers,3,p_urs_uers,-21.135040283203125
pursuing,3,p_urs_uing,-19.357505798339844
pursuit,3,p_urs_uit,-17.82625389099121
pursuits,3,p_urs_uits,-21.613636016845703
purvis,2,pur_vis,-22.838951110839844
push,1,push,-13.686843872070312
pushed,2,p_ushed,-17.761837005615234
pushers,3,p_us_hers,-20.275741577148438
pushes,2,p_ushes,-18.214935302734375
pushing,2,p_ushing,-17.30655288696289
pushup,2,push_up,-19.042644500732422
pussy,2,p_ussy,-17.569141387939453
put,1,put,-13.820045471191406
puts,2,put_s,-16.585243225097656
putt,2,put_t,-18.26636505126953
putter,2,put_ter,-19.209644317626953
puttering,2,put_tering,-20.970569610595703
putting,2,put_ting,-16.45077896118164
putty,2,put_ty,-17.58612823486328
puzzle,2,p_uzzle,-16.60110855102539
puzzled,3,p_uzz_led,-20.066028594970703
puzzler,3,p_uzz_ler,-20.49820327758789
puzzling,3,p_uzz_ling,-20.65204620361328
pvt,2,p_vt,-18.48141098022461
pyknotic,4,py_k_not_ic,-27.569412231445312
pyramid,2,py_ramid,-19.401836395263672
pyrex,2,py_rex,-19.835674285888672
pyrometer,3,py_rom_eter,-25.88491439819336
pyschiatrist,5,p_ys_ch_iat_rist,-29.135089874267578
python,1,python,-14.060134887695312
q,1,q,-13.207015991210938
qua,1,qua,-20.250732421875
quack,2,qu_ack,-19.407947540283203
quackery,3,qu_ack_ery,-21.66448974609375
quadrennial,4,quad_ren_n_ial,-21.8551082611084
quadrillion,3,qu_adr_illion,-23.921127319335938
quadripartite,4,quad_ri_part_ite,-24.836326599121094
quadrupled,3,quad_ru_pled,-22.589237213134766
quaint,2,qu_aint,-19.335575103759766
quake,2,qu_ake,-18.352840423583984
quakers,2,qu_akers,-21.599361419677734
qualification,2,qual_ification,-17.841583251953125
qualifications,2,qual_ifications,-18.63730239868164
qualified,1,qualified,-15.853904724121094
qualify,2,qual_ify,-17.55954360961914
qualitative,2,qual_itative,-19.975078582763672
qualities,2,qual_ities,-17.700389862060547
quality,1,quality,-14.685562133789062
quam,2,qu_am,-21.038944244384766
quantitative,2,quant_itative,-18.417831420898438
quantities,2,quant_ities,-18.389942169189453
quantity,2,quant_ity,-16.800464630126953
quantum,2,quant_um,-16.7978515625
quarrel,3,qu_ar_rel,-20.517498016357422
quarreled,3,qu_arre_led,-25.253585815429688
quarreling,3,qu_arre_ling,-23.866783142089844
quarrels,4,qu_ar_rel_s,-21.376625061035156
quarrelsome,4,qu_ar_rel_some,-25.222061157226562
quarry,2,qu_arry,-21.289424896240234
quarter,1,quarter,-16.400543212890625
quarterback,2,quarter_back,-19.615325927734375
quarterly,2,quarter_ly,-18.154781341552734
quarters,1,quarters,-16.853729248046875
quartet,2,quart_et,-21.46457290649414
quasimodo,4,qu_as_im_odo,-20.44265365600586
quavering,2,qu_avering,-22.96091079711914
queasiness,3,que_as_iness,-26.45246124267578
quebec,3,qu_eb_ec,-20.065284729003906
queen,2,que_en,-18.532611846923828
queens,2,que_ens,-19.118995666503906
queer,2,que_er,-18.788665771484375
queerer,2,que_erer,-23.84131622314453
queerest,2,que_erest,-24.520694732666016
quenching,3,qu_en_ching,-22.71477508544922
queried,2,quer_ied,-23.402626037597656
queries,2,qu_eries,-19.641345977783203
querulous,2,quer_ulous,-25.928550720214844
querulously,2,quer_ulously,-29.534313201904297
quest,1,quest,-14.990776062011719
question,1,question,-13.248275756835938
questionable,2,question_able,-18.250469207763672
questionaire,2,question_aire,-22.523765563964844
questioned,2,quest_ioned,-18.743532180786133
questioning,2,question_ing,-19.192325592041016
questionnaire,2,question_naire,-19.32650375366211
questionnaires,2,question_naires,-21.1773681640625
questions,2,quest_ions,-15.174980163574219
quetzal,3,quet_z_al,-35.657691955566406
qui,2,qu_i,-19.813621520996094
quibble,2,qu_ibble,-19.878963470458984
quibs,3,qu_ib_s,-25.596084594726562
quick,1,quick,-13.972885131835938
quickening,2,quick_ening,-23.086803436279297
quicker,2,qu_icker,-20.994171142578125
quickly,2,quick_ly,-15.896175384521484
quiescent,3,qu_ies_cent,-21.902132034301758
quiet,1,quiet,-15.187019348144531
quieted,2,quiet_ed,-21.20440673828125
quieter,2,quiet_er,-19.426715850830078
quietism,2,quiet_ism,-23.414878845214844
quietist,2,quiet_ist,-22.359786987304688
quietly,2,quiet_ly,-17.815357208251953
quietness,2,quiet_ness,-19.704174041748047
quill,2,qu_ill,-19.290088653564453
quince,2,qu_ince,-21.320404052734375
quiney,3,qu_ine_y,-24.750202178955078
quint,2,qu_int,-18.13698959350586
quintet,3,qu_int_et,-21.64202880859375
quintillion,3,qu_int_illion,-22.713897705078125
quirinal,3,qu_ir_inal,-27.232776641845703
quirt,2,qu_irt,-20.646800994873047
quit,1,quit,-15.367744445800781
quite,1,quite,-14.306907653808594
quivered,2,qu_ivered,-23.677021026611328
