Index	Word	Unigram_freq
0	lauren	8.127109185346375
1	lauro	8.287276755814599
2	lautner	0.0
3	lava	10.63592755903378
4	lavatory	6.709304340258298
5	lavender	8.430981494597171
6	lavishing	6.9167150203536085
7	lavishly	6.520621127558696
8	law	12.376730613014807
9	lawful	9.144093726157257
10	lawmaking	6.532334292222349
11	lawman	6.1675164908883415
12	lawmen	6.46302945692067
13	lawn	8.993675786759683
14	lawns	6.835184586147301
15	lawrence	7.471363088187097
16	laws	10.77346205753286
17	lawyer	9.773606631681607
18	lawyers	8.845921233304018
19	lax	10.464530892462736
20	laxative	7.4673710669175595
21	laxness	6.342121418721152
22	lay	11.346752809915644
23	layer	9.520688614926875
24	layering	6.80903930604298
25	layers	8.17103418920548
26	layette	6.690842277418564
27	laying	7.958576903813898
28	layman	7.588829878307813
29	layoffs	5.998936561946683
30	layout	7.859413154693583
31	lays	8.42222295382501
32	lazy	8.211211361793023
33	lb	11.296086994790613
34	lbs	8.717845704894916
35	le	15.018984537898007
36	lead	11.702652864024776
37	leaded	6.919683849847411
38	leader	10.891428954153636
39	leaders	10.48458522928745
40	leadership	9.653486547052035
41	leading	8.694669696546992
42	leads	8.485702524324866
43	leaf	10.650838787109585
44	leafiest	5.777652323222656
45	leaflet	8.173011311724972
46	leaflets	6.57507584059962
47	leafmold	6.317164686747284
48	league	9.153134898205403
49	leaguers	6.133398042996649
50	leagues	7.916807490937603
51	leaked	6.09807428216624
52	leaks	6.244166900663736
53	leaky	6.3473892096560105
54	leale	7.563719668414366
55	leamington	0.0
56	lean	10.110176465778377
57	leaned	6.437751649736401
58	leaning	7.790696031174738
59	leans	7.110696122978827
60	leap	9.526609901279876
61	leaped	6.297109319933935
62	leapfrog	7.60688453121963
63	leaps	6.86484777797086
64	leapt	7.298445101508147
65	lear	11.274160532753061
66	learn	10.97809740705259
67	learned	9.002824076547672
68	learners	7.222566018822171
69	learning	9.896311868787032
70	learns	6.917705609835305
71	lease	9.958922259424229
72	leased	6.688354713946762
73	leases	7.716015266642587
74	least	9.819997242037102
75	leather	10.086392272590663
76	leathers	7.708410667257367
77	leave	10.523822075506256
78	leavened	6.62273632394984
79	leaves	8.903679332926599
80	leaving	8.312871394342615
81	leavitt	5.497168225293202
82	lecky	5.147494476813453
83	leclair	3.4339872044851463
84	lecture	9.701922012375412
85	lecturer	8.193953023563742
86	lectures	8.670257567143075
87	lecturing	7.213031659834869
88	led	10.880779305967682
89	ledford	4.430816798843313
90	ledge	9.027858802380862
91	ledger	7.903596289614301
92	ledgers	6.395261598115449
93	ledoux	4.2626798770413155
94	lee	11.467122335168414
95	leered	6.20050917404269
96	leesona	0.0
97	leet	9.416866617466955
98	leeway	7.113142108707088
99	left	10.879988702809266
100	lefty	6.732210706467206
101	leg	12.923700221041969
102	legacies	7.286191714702382
103	legacy	8.567315800819449
104	legal	10.328493815851127
105	legality	7.7458682297922685
106	legalized	6.679599185844383
107	legation	8.686598356276965
108	legations	6.261491684321042
109	legend	9.892072649720829
110	legendary	6.401917196727186
111	legends	7.403670290012373
112	legged	7.687080155783135
113	leggings	6.282266746896006
114	legion	9.699043078654404
115	legislate	8.085178748074537
116	legislated	6.406879986069314
117	legislation	10.101846487027707
118	legislative	7.611842399580417
119	legislators	8.041091003708633
120	legislature	9.888018521632196
121	legitimacy	8.291797105048733
122	legitimate	8.612321536507814
123	legs	8.711443319075466
124	legume	8.176110342237342
125	leguminous	6.361302477572996
126	lehmann	7.060476365999801
127	leisure	8.910315776326016
128	leisurely	6.838405200847344
129	leland	6.424869023905388
130	lemma	8.390041405755754
131	lemmas	6.450470422144176
132	lemon	9.458449669308141
133	lemons	7.791522819150732
134	len	12.495037644679458
135	lena	8.764834214330834
136	lend	10.028621283292894
137	lending	7.917171988845776
138	lends	7.01301578963963
139	length	10.55680183259435
140	lengthen	8.84937050375457
141	lengthened	7.0925737159746784
142	lengthening	7.220373836723949
143	lengths	7.8636512654486515
144	lengthwise	7.784889295655098
145	lengthy	6.311734809152915
146	lenient	7.403670290012373
147	lens	9.618734519590227
148	lenses	7.099201743553092
149	lent	10.927430172867208
150	lentils	6.695798917058491
151	leo	10.999295913871503
152	leon	9.904037401341563
153	leona	7.913521017283895
154	leonard	7.508238774678663
155	leprae	7.097548850614793
156	lerner	6.131226489483141
157	leroy	6.293419278846481
158	lescaut	3.8066624897703196
159	lesourd	0.0
160	less	11.3508417348771
161	lessen	8.987821625430815
162	lessened	7.368339686311381
163	lessening	7.113142108707088
164	lesser	7.81237820598861
165	lessing	6.767343125265392
166	lesson	9.19532825185568
167	lessons	7.978996370854115
168	lest	9.84882015119382
169	lester	7.294377299288821
170	let	12.411044079544016
171	letch	7.982757702011113
172	lethal	8.246958032568177
173	lethality	5.886104031450156
174	lets	7.935945103353701
175	letter	11.216256464110744
176	lettered	6.836259277277067
177	letterman	6.270988431858299
178	letters	9.903337541285003
179	letting	7.5822291942764615
180	leukemia	8.295049140435111
181	level	11.22535005349663
182	leveled	6.1779441140506
183	leveling	7.428333194190806
184	levelled	6.661854740545311
185	levels	10.079120121179287
186	lever	9.65509029374725
187	levers	7.0326242610280065
188	levies	7.238496840894365
189	levitt	5.049856007249537
190	levittown	3.5263605246161616
191	levity	6.729824070489475
192	lew	10.263118124300494
193	lewis	8.438149984075784
194	lewisohn	4.61512051684126
195	lexicostatistics	4.709530201312334
196	lexington	6.09807428216624
197	leyte	5.627621113690637
198	liabilities	8.529911963824013
199	liability	9.91081067291591
200	liaison	7.6708948313621175
201	libel	10.08485031650177
202	liberal	10.611646490716511
203	liberalism	8.549853973655786
204	liberals	7.5822291942764615
205	liberated	7.356279876550748
206	liberation	9.071537969095724
207	liberty	9.76249985923515
208	libido	7.671826797878781
209	librarians	7.628031126930335
210	libraries	8.787525625532906
211	library	9.4776156346503
212	librettists	5.802118375377063
213	libyan	4.382026634673881
214	lice	11.158006121919172
215	license	9.789198406134
216	licensed	7.080867896690782
217	licenses	8.049107721326406
218	lick	9.87395574993009
219	licked	6.255750041753367
220	lid	10.551977267551651
221	lids	7.633853559681768
222	lie	12.494696774107709
223	liebler	0.0
224	lied	8.689632748355741
225	lieder	7.737616282857904
226	lien	10.416670395875796
227	lies	9.592332123898705
228	lieu	10.141086124819923
229	lieutenant	9.06773940337716
230	life	12.017324482267721
231	lifeboat	7.388946097618437
232	lifeboats	6.035481432524756
233	lifeless	8.012349639327795
234	lifelike	7.202661196523238
235	lifelong	6.135564891081739
236	lifetime	9.166806369952454
237	lift	9.993419660036736
238	lifted	7.490529402060711
239	lifters	6.3473892096560105
240	lifting	7.456454555176209
241	lifts	7.076653815443951
242	ligands	6.56244409369372
243	light	11.91024414754258
244	lighted	7.227662498728654
245	lightened	6.940222469119639
246	lighter	8.796641458940915
247	lighthearted	7.180069874302796
248	lighthouses	6.318968113746434
249	lighting	7.693937325509272
250	lightly	7.786551806428712
251	lightning	9.011035410141815
252	lights	9.497622364406624
253	lightweight	6.866933284461882
254	like	11.429021980747523
255	liked	7.781973234434385
256	likelihood	7.367077059881012
