Index	Word	Unigram_freq
0	abandoned	9.500170136485423
1	abhorred	7.168579897264035
2	abolitionist	7.994632311431825
3	abused	7.9157131993821155
4	accepted	9.757362911053992
5	accompanied	7.044905117129371
6	accosted	6.499787040655854
7	accountant	7.685703061234547
8	accused	8.729558869558568
9	accuser	8.009695357742922
10	acquitted	7.961370201719511
11	acrobat	8.234299635696253
12	activist	8.203304026795282
13	actor	9.884865228408033
14	actress	7.779466967458324
15	actuary	6.985641817639208
16	address	10.378572002524349
17	adjuster	6.555356891810665
18	admiral	8.909505512946101
19	admired	7.615791072035833
20	admirer	8.281470857895167
21	admonished	6.814542897259958
22	adopted	9.691716587516886
23	adored	7.280008252884188
24	adorned	7.182352111885263
25	adventurer	8.10349427838097
26	advisor	8.300280189852664
27	affronted	6.980075940561763
28	agent	10.884366804297896
29	aggravated	6.672032945461067
30	agitated	7.493317248862145
31	aide	9.340227632810604
32	airplane	7.504942068396171
33	alarmed	7.309212365692763
34	alcohol	10.277324385186116
35	alcoholic	7.923348211930154
36	amateur	8.395251520610994
37	ambassador	8.674880467251832
38	amused	7.080867896690782
39	analyst	8.111928063310739
40	anchorman	5.673323267171493
41	announcer	6.709304340258298
42	annoyed	6.905753276311464
43	antagonized	6.285998094508865
44	anthem	8.892061625546935
45	anthropologist	7.9355873855892
46	apartment	8.76201995356159
47	applauded	7.072421900537371
48	appointment	9.70069794710231
49	appraiser	7.611842399580417
50	apprehended	7.66105638236183
51	apprentice	9.086249986745132
52	approached	7.601901959875166
53	approved	9.25167423546916
54	archaeologist	7.461640392208575
55	architect	10.136383395293016
56	archivist	7.776115477098742
57	aristocrat	9.320628725870305
58	arranged	7.79934339821592
59	arsonist	6.336825731146441
60	article	10.419241014538416
61	artisan	8.753213480544126
62	artist	10.441529431095358
63	assailant	7.843064016692054
64	assassin	9.699778913860525
65	assignment	9.362889770436468
66	assistant	9.145588494746486
67	assisted	7.258412150595307
68	assuaged	6.432940092739179
69	asylum	8.566935283311052
70	ate	11.490066170824146
71	athlete	7.987864096085687
72	attacked	8.479698986988657
73	attacker	7.29776828253138
74	attendant	8.104703468371108
75	attended	8.3030093814735
76	attired	6.666956792429207
77	attorney	9.704548689918736
78	au	14.471399698068199
79	audience	9.923094082175046
80	auditor	9.733707027236484
81	aunt	9.307467082706905
82	author	12.03998264144649
83	autographed	6.063785208687608
84	aviator	7.364547014255642
85	awed	7.129297548929373
86	baby	10.260427461368563
87	bachelor	8.73761303680885
88	badgered	6.311734809152915
89	baffled	7.080867896690782
90	bag	11.166328142227036
