word,nr. of tokens,tokens,word score
purposed,2,pur_posed,-14.087440490722656
purposefully,2,purpose_fully,-13.222227096557617
purposeless,2,purpose_less,-14.14206314086914
purposely,2,purpose_ly,-12.978553771972656
purposes,2,pur_poses,-14.383186340332031
purposive,3,pur_pos_ive,-14.069315910339355
purposively,3,pur_pos_ively,-15.96605396270752
purring,2,pur_ring,-12.05535888671875
purse,2,p_urse,-12.106853485107422
pursed,2,p_ursed,-13.67742919921875
pursue,3,p_urs_ue,-13.19990348815918
pursued,3,p_urs_ued,-13.384176254272461
pursuer,3,p_urs_uer,-14.336759567260742
pursuers,3,p_urs_uers,-16.661230087280273
pursuing,3,p_urs_uing,-13.777315139770508
pursuit,3,p_urs_uit,-11.743558883666992
pursuits,3,p_urs_uits,-16.254465103149414
purvis,2,pur_vis,-16.031719207763672
push,1,push,-10.171646118164062
pushed,2,p_ushed,-10.808349609375
pushers,3,p_us_hers,-14.141761779785156
pushes,2,p_ushes,-13.559677124023438
pushing,2,p_ushing,-10.507694244384766
pushup,2,push_up,-15.78060531616211
pussy,2,p_ussy,-10.016128540039062
put,1,put,-8.331703186035156
puts,2,put_s,-12.234127044677734
putt,2,put_t,-11.943222045898438
putter,2,put_ter,-13.201351165771484
puttering,2,put_tering,-14.13775634765625
putting,2,put_ting,-10.412139892578125
putty,2,put_ty,-11.497161865234375
puzzle,2,p_uzzle,-11.036201477050781
puzzled,3,p_uzz_led,-10.943153381347656
puzzler,3,p_uzz_ler,-13.679177284240723
puzzling,3,p_uzz_ling,-10.347407341003418
pvt,2,p_vt,-16.06877899169922
pyknotic,4,py_k_not_ic,-22.34792709350586
pyramid,2,py_ramid,-9.505245208740234
pyrex,2,py_rex,-12.203544616699219
pyrometer,3,py_rom_eter,-20.060482025146484
pyschiatrist,5,p_ys_ch_iat_rist,-20.231557846069336
python,1,python,-11.090682983398438
q,1,q,-9.551895141601562
qua,1,qua,-12.078880310058594
quack,2,qu_ack,-9.947715759277344
quackery,3,qu_ack_ery,-10.930412292480469
quadrennial,4,quad_ren_n_ial,-14.367835998535156
quadrillion,3,qu_adr_illion,-15.954914093017578
quadripartite,4,quad_ri_part_ite,-19.08717393875122
quadrupled,3,quad_ru_pled,-15.119220733642578
quaint,2,qu_aint,-10.196067810058594
quake,2,qu_ake,-11.035240173339844
quakers,2,qu_akers,-15.035690307617188
qualification,2,qual_ification,-13.468498229980469
qualifications,2,qual_ifications,-14.421039581298828
qualified,1,qualified,-9.755321502685547
qualify,2,qual_ify,-13.181766510009766
qualitative,2,qual_itative,-11.436483383178711
qualities,2,qual_ities,-12.015785217285156
quality,1,quality,-8.73666763305664
quam,2,qu_am,-14.27447509765625
quantitative,2,quant_itative,-12.68294906616211
quantities,2,quant_ities,-15.372690200805664
quantity,2,quant_ity,-12.059450149536133
quantum,2,quant_um,-10.357912063598633
quarrel,3,qu_ar_rel,-11.731678009033203
quarreled,3,qu_arre_led,-16.895099639892578
quarreling,3,qu_arre_ling,-14.836238861083984
quarrels,4,qu_ar_rel_s,-14.363044738769531
quarrelsome,4,qu_ar_rel_some,-13.322389602661133
quarry,2,qu_arry,-13.256820678710938
quarter,1,quarter,-10.445854187011719
quarterback,2,quarter_back,-12.930809020996094
quarterly,2,quarter_ly,-12.382610321044922
quarters,1,quarters,-12.325874328613281
quartet,2,quart_et,-13.91488265991211
quasimodo,4,qu_as_im_odo,-13.346485137939453
quavering,2,qu_avering,-13.727920532226562
queasiness,3,que_as_iness,-16.701171875
quebec,3,qu_eb_ec,-14.244232177734375
queen,2,que_en,-10.27780532836914
queens,2,que_ens,-12.761772155761719
queer,2,que_er,-10.187023162841797
queerer,2,que_erer,-15.418014526367188
queerest,2,que_erest,-15.696189880371094
quenching,3,qu_en_ching,-12.51559066772461
queried,2,quer_ied,-14.348384857177734
queries,2,qu_eries,-14.035774230957031
querulous,2,quer_ulous,-14.477191925048828
querulously,2,quer_ulously,-18.603092193603516
quest,1,quest,-9.812469482421875
question,1,question,-8.723941802978516
questionable,2,question_able,-8.838547706604004
questionaire,2,question_aire,-18.969115257263184
questioned,2,quest_ioned,-10.441089630126953
questioning,2,question_ing,-13.77136516571045
questionnaire,2,question_naire,-16.981511116027832
questionnaires,2,question_naires,-19.671969413757324
questions,2,quest_ions,-11.193448066711426
quetzal,3,quet_z_al,-25.305133819580078
qui,2,qu_i,-11.93603515625
quibble,2,qu_ibble,-11.618453979492188
quibs,3,qu_ib_s,-18.4348201751709
quick,1,quick,-8.568634033203125
quickening,2,quick_ening,-13.76022720336914
quicker,2,qu_icker,-11.340461730957031
quickly,2,quick_ly,-11.037979125976562
quiescent,3,qu_ies_cent,-13.071708679199219
quiet,1,quiet,-7.833290100097656
quieted,2,quiet_ed,-13.406415939331055
quieter,2,quiet_er,-11.807764053344727
quietism,2,quiet_ism,-18.396127700805664
quietist,2,quiet_ist,-16.39906120300293
quietly,2,quiet_ly,-11.14567756652832
quietness,2,quiet_ness,-13.395437240600586
quill,2,qu_ill,-11.685249328613281
quince,2,qu_ince,-12.273857116699219
quiney,3,qu_ine_y,-17.92365837097168
quint,2,qu_int,-9.821128845214844
quintet,3,qu_int_et,-13.982248306274414
quintillion,3,qu_int_illion,-14.276994705200195
quirinal,3,qu_ir_inal,-18.039915084838867
quirt,2,qu_irt,-13.469444274902344
quit,1,quit,-10.362274169921875
quite,1,quite,-7.8819580078125
quivered,2,qu_ivered,-13.63140869140625
quivering,2,qu_ivering,-11.214042663574219
quivers,2,qu_ivers,-14.122756958007812
quixotic,3,qu_ix_otic,-10.731077194213867
quiz,2,qu_iz,-11.872016906738281
quizzical,3,qu_izz_ical,-14.617656707763672
quo,2,qu_o,-12.356971740722656
quota,2,qu_ota,-11.640647888183594
quotas,3,qu_ot_as,-15.229362487792969
quotation,2,qu_otation,-11.795936584472656
quote,1,quote,-9.31869888305664
quoted,2,qu_oted,-11.323982238769531
quotes,2,qu_otes,-12.462547302246094
r,1,r,-6.818016052246094
rabaul,2,rab_aul,-19.59459686279297
rabbeting,3,r_abb_eting,-21.53762435913086
rabbi,3,r_abb_i,-12.888317108154297
rabbit,2,r_abbit,-10.044357299804688
rabbits,3,r_abb_its,-13.320152282714844
rabble,2,rab_ble,-10.671257019042969
rabies,2,rab_ies,-13.11209487915039
race,1,race,-9.010074615478516
raced,2,r_aced,-13.6507568359375
racers,2,rac_ers,-17.49303436279297
races,2,r_aces,-13.310096740722656
rachel,2,r_achel,-13.237686157226562
racial,1,racial,-9.7677001953125
racing,2,r_acing,-12.326751708984375
racists,2,rac_ists,-12.263082504272461
rack,1,rack,-12.152687072753906
racked,2,r_acked,-14.026039123535156
racket,2,r_acket,-11.123291015625
racketeers,3,r_acket_eers,-18.301774978637695
rackety,2,rack_ety,-17.901859283447266
rackmil,2,rack_mil,-23.688213348388672
radar,2,rad_ar,-12.15615463256836
radiance,2,rad_iance,-12.370311737060547
radiate,2,rad_iate,-14.804061889648438
radiated,2,rad_iated,-13.493152618408203
radiation,2,rad_iation,-12.809627532958984
radiator,2,rad_iator,-15.188957214355469
radiators,3,rad_i_ators,-17.385648727416992
radic,2,rad_ic,-12.735822677612305
radical,1,radical,-8.522987365722656
radicalism,2,radical_ism,-13.04615306854248
radically,2,rad_ically,-11.443923950195312
radicals,2,rad_icals,-13.28173828125
radio,1,radio,-9.484764099121094
radioactive,2,radio_active,-10.071666717529297
radioactivity,2,radio_activity,-13.539352416992188
radiochlorine,3,radio_chlor_ine,-25.908355712890625
radioed,2,radio_ed,-18.023181915283203
radiopasteurization,5,rad_iop_aste_ur_ization,-33.97821760177612
radios,2,rad_ios,-13.564201354980469
radiosterilization,5,rad_i_oster_il_ization,-33.88495445251465
radish,2,rad_ish,-11.709260940551758
raf,1,raf,-12.016624450683594
raft,1,raft,-11.555744171142578
rafter,2,ra_fter,-15.03104019165039
rag,1,rag,-9.714485168457031
rage,1,rage,-8.988697052001953
raged,1,raged,-12.868354797363281
rages,2,r_ages,-14.889328002929688
ragged,2,r_agged,-11.961677551269531
rags,2,r_ags,-11.956214904785156
raid,1,raid,-10.29178237915039
raided,2,ra_ided,-14.171512603759766
raids,2,ra_ids,-12.936199188232422
rail,1,rail,-10.032844543457031
railing,2,ra_iling,-13.930294036865234
railroad,2,rail_road,-10.482048034667969
railroading,3,rail_ro_ading,-13.827024459838867
railroads,2,rail_roads,-14.475751876831055
rails,2,ra_ils,-13.191421508789062
railway,2,rail_way,-12.886651992797852
rain,1,rain,-7.911613464355469
rainbow,2,rain_bow,-8.633384704589844
raincoats,3,rain_co_ats,-15.478874206542969
rainfall,2,rain_fall,-13.934642791748047
raining,1,raining,-10.816871643066406
rains,2,r_ains,-13.900680541992188
rainy,2,rain_y,-9.921493530273438
raise,1,raise,-9.999946594238281
raised,1,raised,-9.978477478027344
raises,2,ra_ises,-12.338855743408203
raising,1,raising,-10.46194839477539
rajah,2,ra_jah,-16.09221649169922
rake,1,rake,-11.512954711914062
raked,2,ra_ked,-14.331642150878906
rakishly,2,rak_ishly,-20.636188507080078
rally,2,r_ally,-11.227630615234375
ralph,2,ral_ph,-13.344192504882812
ram,1,ram,-9.114677429199219
ramble,2,ram_ble,-11.526086807250977
rambles,2,ram_bles,-15.067340850830078
ramblings,3,ram_bl_ings,-13.472978591918945
ramey,2,rame_y,-17.957849502563477
ramifications,2,ram_ifications,-13.846813201904297
ramillies,3,ram_ill_ies,-21.711069107055664
ramirez,2,ram_irez,-14.838920593261719
rammed,2,ram_med,-13.713092803955078
ramming,2,ram_ming,-11.836494445800781
ramp,2,r_amp,-9.934040069580078
rampant,3,r_amp_ant,-10.271736145019531
rampart,3,r_amp_art,-13.814882278442383
ramps,2,r_amps,-14.345489501953125
ramsey,2,ram_sey,-13.745555877685547
ran,1,ran,-9.368377685546875
ranavan,2,ran_avan,-22.89846420288086
ranch,1,ranch,-11.747039794921875
rancher,3,r_anc_her,-14.191108703613281
ranchers,3,r_anc_hers,-16.820335388183594
ranches,2,r_anches,-17.69957733154297
rancorous,3,r_anc_orous,-15.743562698364258
rand,1,rand,-10.628929138183594
randolph,2,rand_olph,-16.199100494384766
random,1,random,-8.567420959472656
rang,1,rang,-11.285285949707031
range,1,range,-10.503829956054688
ranged,1,ranged,-10.89300537109375
rangelands,3,r_angel_ands,-18.514240264892578
ranger,2,r_anger,-13.179389953613281
ranges,2,r_anges,-15.346946716308594
ranging,1,ranging,-11.465038299560547
rangoni,2,rang_oni,-23.388103485107422
rangy,2,rang_y,-14.440017700195312
rank,1,rank,-9.67696762084961
ranke,2,ran_ke,-16.58782958984375
ranked,1,ranked,-11.270072937011719
rankest,2,rank_est,-15.997550964355469
rankin,2,rank_in,-15.272960662841797
ranking,1,ranking,-11.610984802246094
rankles,2,rank_les,-15.703731536865234
ranks,2,r_anks,-13.514556884765625
ransack,2,rans_ack,-17.66956329345703
ransacked,2,rans_acked,-18.77313232421875
ransom,2,r_ansom,-10.172351837158203
raoul,2,ra_oul,-15.037544250488281
rap,1,rap,-8.711177825927734
rape,1,rape,-8.734573364257812
raped,1,raped,-10.29714584350586
raphael,2,raph_ael,-17.200927734375
rapid,2,rap_id,-9.259178161621094
rapidly,3,rap_id_ly,-10.962799072265625
rapier,2,rap_ier,-13.485549926757812
rapped,2,ra_pped,-14.145992279052734
rapping,2,ra_pping,-14.000114440917969
rapport,2,ra_pport,-12.75864028930664
rapture,3,ra_pt_ure,-12.106904983520508
rare,2,ra_re,-7.686626434326172
rarely,2,ra_rely,-10.717414855957031
rarer,2,ra_rer,-12.913387298583984
rarified,2,rar_ified,-15.831539154052734
rarity,2,r_arity,-11.442176818847656
rasa,2,ras_a,-15.899951934814453
rash,2,r_ash,-11.470108032226562
rasp,2,r_asp,-12.719703674316406
rasped,3,r_asp_ed,-18.40596580505371
rasping,3,r_asp_ing,-16.480478286743164
rat,1,rat,-8.903793334960938
