word,nr. of tokens,tokens,word score
,0,,0.0
aa,1,aa,-10.644596099853516
aron,1,aron,-8.891326904296875
ab,1,ab,-6.723346710205078
abandon,2,ab_andon,-10.07754135131836
abandoned,3,ab_andon_ed,-10.756597518920898
abandoning,3,ab_andon_ing,-13.623031616210938
abbey,2,ab_bey,-12.931896209716797
abbot,2,abb_ot,-10.598594665527344
abbreviation,3,ab_bre_viation,-10.73977279663086
abdallah,3,ab_d_allah,-17.806026458740234
abdomen,3,ab_dom_en,-10.985738754272461
abdominal,3,ab_dom_inal,-11.212915420532227
abed,2,ab_ed,-13.546382904052734
abel,1,abel,-11.029239654541016
abell,2,ab_ell,-13.84304428100586
abernathys,4,ab_ern_ath_ys,-29.738887786865234
aberrant,2,aber_rant,-11.15024185180664
aberration,2,aber_ration,-11.395252227783203
aberrations,3,ab_err_ations,-15.244182586669922
abetted,2,abet_ted,-15.684707641601562
abeyance,3,ab_ey_ance,-14.497844696044922
abhorrent,3,ab_hor_rent,-11.023723602294922
abide,2,ab_ide,-12.64834213256836
abides,2,ab_ides,-14.604984283447266
abiding,1,abiding,-12.507686614990234
abilene,2,abil_ene,-19.000457763671875
abilities,1,abilities,-12.317211151123047
ability,1,ability,-10.245384216308594
abjection,2,ab_jection,-13.58688735961914
ablard,2,abl_ard,-21.780147552490234
ablation,2,ab_lation,-12.556682586669922
ablaze,2,abl_aze,-13.145523071289062
able,1,able,-10.009220123291016
ably,1,ably,-12.833995819091797
abner,2,ab_ner,-14.276653289794922
abo,1,abo,-10.949150085449219
aboard,2,ab_oard,-13.300823211669922
abode,2,ab_ode,-13.289127349853516
abolish,2,abol_ish,-12.080402374267578
abolished,2,abol_ished,-13.840303421020508
abolition,2,abol_ition,-9.793573379516602
abolitionists,3,abol_ition_ists,-13.2052640914917
aborigine,3,abor_ig_ine,-13.586545944213867
aborigines,3,abor_ig_ines,-13.93958854675293
abortion,1,abortion,-7.958606719970703
abortive,3,ab_ort_ive,-11.867565155029297
about,1,about,-8.887447357177734
above,1,above,-10.398075103759766
aboveground,2,above_ground,-14.023193359375
abra,2,ab_ra,-11.330860137939453
abraham,2,ab_raham,-11.12673568725586
abreast,2,abre_ast,-13.923233032226562
abroad,2,ab_road,-11.764087677001953
abrogated,3,ab_rog_ated,-14.495983123779297
abrupt,2,ab_rupt,-12.026866912841797
abruptly,3,ab_rupt_ly,-14.513721466064453
abruptness,3,ab_rupt_ness,-16.74646759033203
abscissa,3,ab_sc_issa,-13.377227783203125
absence,2,abs_ence,-9.43039321899414
absences,2,abs_ences,-13.99135971069336
absent,2,abs_ent,-10.73111343383789
absentee,3,abs_ent_ee,-11.621856689453125
absently,2,abs_ently,-14.995594024658203
absentmindedly,4,abs_ent_minded_ly,-15.552011489868164
absolute,1,absolute,-9.478912353515625
absolutely,1,absolutely,-9.90811538696289
absolution,2,abs_olution,-12.853973388671875
absorb,2,abs_orb,-11.451591491699219
absorbed,2,absor_bed,-12.58714485168457
absorbing,2,absor_bing,-11.955074310302734
absorption,2,absor_ption,-11.865827560424805
absorptive,2,absor_ptive,-13.237861633300781
abstract,2,ab_stract,-9.36214828491211
abstraction,3,ab_st_raction,-10.620271682739258
